VYP batch,Part,Set Time,FFTE Feed solids SP,FFTE Production solids SP,FFTE Steam pressure SP,TFE Out flow SP,TFE Production solids SP,TFE Vacuum pressure SP,TFE Steam pressure SP,Extract tank Level,FFTE Discharge density,FFTE Discharge solids,FFTE Feed flow rate PV,FFTE Feed solids PV,FFTE Heat temperature 1,FFTE Heat temperature 2,FFTE Heat temperature 3,FFTE Production solids PV,FFTE Steam pressure PV,TFE Input flow PV,TFE Level,TFE Motor current,TFE Motor speed,TFE Out flow PV,TFE Product out temperature,TFE Production solids PV,TFE Production solids density,TFE Steam pressure PV,TFE Steam temperature,TFE Tank level,TFE Temperature,TFE Vacuum pressure PV,quality
34_2019_11_14,Yeast - BRD,14/11/2019 13:10,50.0,40.5,100.0,2119.48,58.0,-74.88,120.0,61.4,1.27,46.19,9677.04,56.65,52.65,63.7,64.47,46.12,99.92,2212.06,50.57,35.06,80,3717.9,0,59.85,1.18,119.91,64.24,83.69,71,-76.32,good
34_2019_11_14,Yeast - BRD,14/11/2019 13:52,50.0,40.5,106.0,2119.48,62.0,-80.0,120.0,61.02,1.27,44.7,9561.61,47.71,51.24,62.96,62.93,44.63,99.56,1898.18,49.06,33.72,80,2020.1,0,55.71,1.18,119.91,67.23,84.2,70,-78.46,good
35_2019_11_14,Yeast - BRD,14/11/2019 15:25,50.0,40.5,102.0,2119.48,61.0,-64.99,120.0,72.76,1.27,49.03,9594.03,56.37,51.78,63.06,62.93,48.21,102.02,1686.77,46.5,36.78,80,1654.99,0,60.71,1.18,120.23,70.88,83.15,79,-66.12,good
34_2019_11_14,Yeast - BRD,14/11/2019 15:31,50.0,40.5,102.0,2119.48,60.0,-68.3,120.0,70.9,1.27,49.03,9619.33,56.37,51.78,63.06,62.93,48.13,102.38,1686.77,46.56,36.47,80,3641.37,0,60.71,1.18,119.91,68.73,83.22,79,-67.54,good
34_2019_11_14,Yeast - BRD,14/11/2019 15:51,50.0,40.5,102.0,2119.48,60.0,-66.26,120.0,60.16,1.27,48.13,9587.55,55.73,51.78,63.06,62.93,47.91,102.02,1648.51,45.86,35.97,80,1597.28,0,60.28,1.18,119.91,69.79,83.27,79,-65.76,good
34_2019_11_14,Yeast - BRD,14/11/2019 16:09,50.0,40.5,110.0,2119.48,61.0,-66.39,120.0,58.4,1.27,48.29,9632.3,46.62,50.28,63.06,62.93,49.34,109.09,1538.91,45.28,37.05,80,2974.71,0,59.92,1.18,119.91,69.79,82.94,79,-66.12,good
35_2019_11_14,Yeast - BRD,14/11/2019 16:47,50.0,40.5,114.0,2119.48,62.0,-75.89,120.0,60.86,1.27,47.54,9581.06,56.62,50.28,63.06,62.26,47.46,110.12,1667.32,46.88,40.78,80,1642.02,0,61.29,1.18,119.91,64.85,83.34,74,-76.0,good
36_2019_11_14,Yeast - BRD,14/11/2019 17:03,50.0,40.5,112.0,2119.48,36.5,-78.76,120.0,61.62,1.27,47.54,9574.58,47.58,50.28,63.09,62.26,48.13,111.19,1661.48,52.87,28.1,80,2981.19,0,44.76,1.18,0.06,53.77,83.22,77,-44.96,high_bad
36_2019_11_14,Yeast - BRD,14/11/2019 17:03,50.0,40.5,112.0,2119.48,36.5,-78.76,120.0,61.62,1.27,47.54,9574.58,47.58,50.28,63.09,62.26,48.13,111.19,1661.48,52.87,28.1,80,2981.19,0,44.76,1.18,0.06,53.77,83.22,77,-44.96,high_bad
36_2019_11_14,Yeast - BRD,14/11/2019 17:03,50.0,40.5,112.0,2119.48,36.5,-78.76,120.0,61.62,1.27,47.54,9574.58,47.58,50.28,63.09,62.26,48.13,111.19,1661.48,52.87,28.1,80,2981.19,0,44.76,1.18,0.06,53.77,83.22,77,-44.96,high_bad
35_2019_11_14,Yeast - BRD,14/11/2019 17:11,50.0,40.5,112.0,2119.48,63.0,-65.42,120.0,62.44,1.27,47.54,9612.84,46.66,50.28,63.09,62.26,47.91,111.19,1718.55,46.01,36.74,80,3064.2,0,53.9,1.18,120.23,68.8,83.22,77,-67.19,good
35_2019_11_14,Yeast - BRD,14/11/2019 17:21,50.0,40.5,112.0,2119.48,63.0,-67.61,120.0,62.74,1.27,47.76,9568.09,56.24,50.28,63.09,62.26,47.09,112.26,1693.26,46.01,36.74,80,1597.28,0,57.67,1.18,119.91,70.14,83.45,79,-66.47,good
35_2019_11_14,Yeast - BRD,14/11/2019 17:42,50.0,40.5,112.0,2119.48,59.0,-79.99,120.0,64.56,1.27,46.19,9632.3,51.91,50.28,63.09,62.26,46.27,112.26,1808.69,46.47,39.54,80,1718.55,0,60.28,1.18,119.91,65.4,83.74,70,-79.13,good
35_2019_11_14,Yeast - BRD,14/11/2019 17:46,50.0,40.5,112.0,2119.48,59.0,-80.0,120.0,65.15,1.27,46.19,9607.0,56.72,50.28,63.09,62.26,46.42,111.9,1763.94,47.39,39.81,80,1731.52,0,60.28,1.18,119.91,62.52,83.72,70,-79.13,good
36_2019_11_14,Yeast - BRD,14/11/2019 18:56,50.0,40.5,115.0,2119.48,42.5,-78.01,120.0,67.21,1.27,49.63,9202.98,56.59,51.34,62.96,62.26,54.34,115.43,2218.55,35.96,44.88,80,1699.74,0,42.15,1.18,119.91,62.87,81.75,80,-77.03,high_bad
36_2019_11_14,Yeast - BRD,14/11/2019 18:56,50.0,40.5,115.0,2119.48,39.5,-78.01,120.0,67.21,1.27,49.63,9202.98,56.59,51.34,62.96,62.26,54.34,115.43,2218.55,35.96,44.88,80,1699.74,0,42.15,1.18,119.91,62.87,81.75,80,-77.03,high_bad
36_2019_11_14,Yeast - BRD,14/11/2019 19:34,50.0,40.5,110.0,2119.48,42.5,-57.38,120.0,57.72,1.27,51.5,9209.47,56.91,50.34,62.71,62.26,48.36,110.12,1821.01,45.95,38.09,80,1725.03,0,51.51,1.18,121.82,60.88,82.92,71,-75.28,high_bad
36_2019_11_14,Yeast - BRD,14/11/2019 19:34,50.0,40.5,110.0,2119.48,42.5,-50.9,120.0,57.72,1.27,51.5,9171.21,56.91,50.34,62.71,62.26,48.36,110.12,1821.01,45.95,38.09,80,1725.03,0,51.51,1.18,121.82,60.88,82.96,71,-74.21,high_bad
36_2019_11_14,Yeast - BRD,14/11/2019 20:04,50.0,40.5,114.0,2119.48,36.5,-57.63,120.0,62.11,1.27,48.81,9164.72,48.8,50.34,63.32,62.26,48.89,114.72,1827.5,36.98,50.97,80,2487.68,0,54.33,1.18,119.91,62.42,83.02,74,-76.67,high_bad
36_2019_11_14,Yeast - BRD,14/11/2019 20:06,50.0,40.5,114.0,2119.48,45.5,-36.38,120.0,62.02,1.27,48.81,9235.41,48.48,50.34,63.32,62.26,48.97,113.65,2064.85,62.55,39.03,80,2404.67,0,61.23,1.18,120.23,64.47,83.01,75,-64.37,high_bad
36_2019_11_14,Yeast - BRD,14/11/2019 21:07,50.0,40.5,114.0,2119.48,42.5,-57.53,120.0,70.24,1.27,46.71,9190.66,56.37,50.82,62.74,62.26,46.79,114.01,1718.55,43.04,37.28,80,2417.64,0,49.25,1.19,136.25,66.81,83.64,84,-70.36,high_bad
36_2019_11_14,Yeast - BRD,14/11/2019 21:09,50.0,40.5,114.0,2119.48,45.5,-50.13,120.0,70.39,1.27,46.71,9197.15,47.04,50.82,62.74,62.26,46.71,114.36,1706.23,43.71,40.04,80,1416.99,0,51.87,1.19,120.23,66.81,83.6,80,-65.4,high_bad
36_2019_11_14,Yeast - BRD,14/11/2019 21:23,50.0,40.5,114.0,2119.48,63.0,-80.0,120.0,72.32,1.27,47.17,9171.21,47.55,51.08,62.74,61.78,47.54,114.01,1853.44,49.64,45.72,80,1898.18,0,58.53,1.19,119.91,65.14,83.47,75,-76.67,high_bad
36_2019_11_14,Yeast - BRD,14/11/2019 21:49,50.0,40.5,114.0,2119.48,42.5,-72.68,120.0,67.55,1.27,46.71,9228.92,49.83,51.08,62.74,61.78,46.04,114.36,2167.32,43.39,48.55,80,1135.54,0,51.0,1.19,119.91,60.46,83.87,72,-81.27,high_bad
37_2019_11_14,Yeast - BRD,14/11/2019 21:57,50.0,40.5,125.0,2119.48,63.0,-79.9,120.0,64.4,1.27,45.44,9215.95,56.65,51.08,62.74,61.78,45.44,123.92,2212.06,52.01,39.3,80,2430.61,0,54.04,1.19,119.91,62.1,83.96,70,-79.13,good
37_2019_11_14,Yeast - BRD,14/11/2019 21:57,50.0,40.5,125.0,2119.48,63.0,-79.9,120.0,64.4,1.27,45.44,9215.95,56.65,51.08,62.74,61.78,45.44,123.92,2212.06,52.01,39.3,80,2430.61,0,54.04,1.19,119.91,62.1,83.96,70,-79.13,good
37_2019_11_14,Yeast - BRD,14/11/2019 22:07,50.0,40.5,125.0,2119.48,45.0,-79.9,120.0,67.31,1.27,46.64,9184.18,50.28,51.08,63.03,61.78,46.64,124.6,2411.15,42.46,28.53,80,1776.26,0,37.95,1.19,3.89,52.17,71.57,80,-26.27,good
37_2019_11_14,Yeast - BRD,14/11/2019 23:07,50.0,40.5,125.0,2119.48,63.0,-61.33,120.0,62.43,1.27,52.62,9498.05,56.69,52.33,63.96,61.78,53.07,124.96,1885.21,48.93,47.11,80,1616.08,0,58.39,1.19,119.91,65.85,61.14,77,-71.39,good
37_2019_11_14,Yeast - BRD,14/11/2019 23:25,50.0,40.5,115.0,2119.48,60.0,-78.65,120.0,52.01,1.27,52.92,9812.58,47.49,52.78,67.07,61.78,51.72,115.43,1833.98,72.45,62.55,80,1378.73,0,61.51,1.19,119.91,63.64,34.79,73,-78.81,good
37_2019_11_14,Yeast - BRD,14/11/2019 23:58,50.0,40.5,115.0,2119.48,60.0,-80.0,120.0,51.83,1.27,46.19,9806.1,50.92,50.47,63.48,61.88,44.63,115.08,2186.12,56.94,41.19,80,4225.03,0,56.72,1.19,119.91,64.72,84.09,71,-67.19,good
37_2019_11_14,Yeast - BRD,15/11/2019 0:03,50.0,40.5,125.0,2119.48,55.0,-79.37,120.0,52.4,1.27,44.11,9721.79,47.68,50.47,63.48,61.88,44.11,121.43,2199.09,49.38,37.15,80,2116.08,0,53.47,1.19,119.91,68.35,84.3,74,-73.86,good
38_2019_11_15,Yeast - BRD,15/11/2019 0:34,50.0,40.5,125.0,2119.48,63.0,-36.37,120.0,57.83,1.27,54.19,9190.66,62.84,53.8,66.75,54.22,54.78,125.31,2301.56,48.67,29.95,80,2795.07,0,45.05,1.19,120.23,69.98,48.89,76,-59.77,good
38_2019_11_15,Yeast - BRD,15/11/2019 0:34,50.0,40.5,104.0,2119.48,55.0,-42.03,120.0,57.47,1.27,54.19,9248.38,62.71,53.8,66.75,54.22,54.86,112.26,2237.35,53.48,30.22,80,1654.99,0,45.05,1.19,120.23,69.24,46.25,76,-55.17,good
38_2019_11_15,Yeast - BRD,15/11/2019 0:36,50.0,40.5,104.0,2119.48,56.0,-51.83,120.0,57.91,1.27,54.19,9363.17,43.99,52.01,68.03,52.1,55.15,104.16,2051.88,53.04,30.62,80,1525.94,0,45.2,1.19,119.91,73.73,42.74,79,-57.63,good
38_2019_11_15,Yeast - BRD,15/11/2019 0:37,50.0,40.5,104.0,2119.48,57.0,-57.91,120.0,57.98,1.27,54.19,9363.17,59.47,52.01,68.03,55.53,55.38,103.81,1987.68,51.53,31.73,80,1474.71,0,45.2,1.19,119.91,73.73,40.6,79,-59.77,good
38_2019_11_15,Yeast - BRD,15/11/2019 0:56,50.0,40.5,77.42,2119.48,60.0,-53.42,120.0,57.85,1.27,54.04,9209.47,56.81,48.19,62.48,61.2,45.3,77.38,2237.35,102.95,66.79,80,4339.82,0,63.98,1.19,119.91,65.91,53.65,79,-61.19,good
38_2019_11_15,Yeast - BRD,15/11/2019 1:00,50.0,40.5,77.42,2119.48,60.0,-72.4,120.0,57.79,1.27,44.4,9197.15,56.91,48.19,62.48,62.23,42.91,77.73,2256.81,54.38,33.99,80,5083.01,0,53.32,1.19,119.91,70.53,76.97,80,-66.47,good
38_2019_11_15,Yeast - BRD,15/11/2019 1:37,50.0,40.5,100.0,2119.48,36.5,-69.33,120.0,65.28,1.25,45.44,9197.15,56.69,53.36,63.99,62.23,46.87,99.92,1667.32,47.2,28.74,80,2910.51,0,40.99,1.19,3.89,51.59,83.95,79,-20.28,good
38_2019_11_15,Yeast - BRD,15/11/2019 2:37,50.0,40.5,100.0,2119.48,36.5,-75.91,120.0,65.99,1.25,50.45,9241.89,47.62,52.17,64.5,62.23,50.08,100.63,2250.32,45.31,30.66,80,3205.58,0,57.45,1.19,39.17,52.07,82.68,67,-71.75,good
38_2019_11_15,Yeast - BRD,15/11/2019 2:38,50.0,40.5,100.0,2119.48,60.0,-73.6,120.0,65.86,1.25,50.45,9228.92,56.49,52.17,64.5,62.23,50.01,99.56,2230.87,54.16,46.13,80,3212.06,0,60.65,1.19,102.27,53.87,82.64,66,-85.13,good
38_2019_11_15,Yeast - BRD,15/11/2019 2:50,50.0,40.5,100.0,2119.48,50.0,-67.07,120.0,66.49,1.25,50.45,9215.95,56.52,52.17,64.5,62.23,49.26,98.85,2301.56,43.26,29.04,80,1103.11,0,43.46,1.19,0.06,59.02,82.83,71,-60.84,good
39_2019_11_15,Yeast - BRD,15/11/2019 4:11,50.0,40.5,110.0,2119.48,59.0,-79.5,120.0,59.76,1.25,49.11,9241.89,56.69,53.1,62.77,62.23,49.41,110.48,2122.57,49.7,38.29,80,2071.34,0,57.38,1.19,119.91,65.69,82.91,73,-75.28,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 4:11,50.0,40.5,110.0,2119.48,59.0,-79.5,120.0,59.76,1.25,49.11,9241.89,56.69,53.1,62.77,62.23,49.41,110.48,2122.57,49.7,38.29,80,2071.34,0,57.38,1.19,119.91,65.69,82.91,73,-75.28,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 4:11,50.0,40.5,110.0,2119.48,59.0,-79.5,120.0,59.76,1.25,49.11,9241.89,56.69,53.1,62.77,62.23,49.41,110.48,2122.57,49.7,38.29,80,2071.34,0,57.38,1.19,119.91,65.69,82.91,73,-75.28,low_bad
38_2019_11_15,Yeast - BRD,15/11/2019 4:27,50.0,40.5,110.0,2119.48,60.0,-70.8,120.0,60.63,1.25,49.11,9215.95,56.56,53.1,62.77,62.23,49.03,109.44,2058.37,49.25,36.31,80,2083.66,0,59.99,1.19,119.91,65.91,82.97,74,-71.39,good
38_2019_11_15,Yeast - BRD,15/11/2019 4:57,50.0,40.5,115.0,2119.48,60.0,-80.0,120.0,62.44,1.25,48.66,9235.41,56.49,53.1,63.54,62.23,46.87,110.48,2025.94,48.45,34.59,80,2609.6,0,59.27,1.19,119.91,64.53,83.54,69,-78.81,good
39_2019_11_15,Yeast - BRD,15/11/2019 5:03,50.0,40.5,115.0,2119.48,63.0,-80.0,120.0,62.55,1.25,46.57,9273.67,49.58,53.1,63.54,62.23,46.49,115.43,1923.48,48.06,34.22,80,2513.62,0,59.27,1.19,119.91,64.53,83.63,68,-79.85,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 5:15,50.0,40.5,115.0,2119.48,36.5,-67.96,120.0,63.92,1.25,46.57,9228.92,56.62,53.1,63.54,62.23,46.71,114.36,1782.75,45.25,28.53,80,1218.55,0,41.79,1.19,4.54,49.67,83.62,76,-31.55,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 5:16,50.0,40.5,115.0,2119.48,36.5,-63.66,120.0,63.93,1.25,46.57,9248.38,56.62,53.1,63.54,62.23,46.64,114.36,2000.65,59.92,32.07,80,3147.86,0,41.21,1.19,82.43,71.2,83.64,78,-34.37,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 5:16,50.0,40.5,115.0,2119.48,36.5,-64.35,120.0,63.74,1.25,46.57,9222.44,47.49,53.1,63.54,62.23,46.64,115.43,1731.52,27.94,28.53,80,2359.27,0,45.78,1.19,3.89,52.33,83.62,76,-30.16,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 5:17,50.0,40.5,115.0,2119.48,39.5,-59.52,120.0,64.29,1.25,46.57,9215.95,48.0,53.1,63.54,62.23,46.64,115.08,2186.12,45.34,31.87,80,1512.97,0,44.62,1.19,122.15,65.47,83.61,75,-74.57,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 5:17,50.0,40.5,115.0,2119.48,39.5,-60.77,120.0,64.29,1.25,46.57,9215.95,48.0,53.1,63.54,62.23,46.64,115.08,2186.12,45.34,31.87,80,2333.33,0,44.62,1.19,122.15,65.47,83.66,75,-74.57,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 5:18,50.0,40.5,115.0,2119.48,39.5,-56.65,120.0,63.78,1.25,46.57,9197.15,56.4,53.1,63.54,62.23,46.64,115.08,2186.12,48.39,32.14,80,1898.18,0,47.44,1.19,118.61,65.47,83.64,75,-73.86,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 5:18,50.0,40.5,115.0,2119.48,39.5,-53.78,120.0,64.41,1.25,46.57,9235.41,56.4,53.1,63.54,62.23,46.71,114.72,2192.61,48.39,32.61,80,2288.59,0,47.44,1.19,120.56,65.47,83.63,75,-72.82,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 5:19,50.0,40.5,115.0,2119.48,39.5,-46.55,120.0,64.02,1.25,46.57,9222.44,49.73,53.1,63.54,62.23,46.71,115.08,2212.06,52.91,29.78,80,2301.56,0,55.71,1.19,120.23,65.82,83.6,73,-68.22,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 5:20,50.0,40.5,115.0,2119.48,48.5,-44.71,120.0,64.49,1.25,46.57,9209.47,56.91,53.1,63.54,62.23,46.64,115.08,2205.58,52.91,29.47,80,2526.59,0,56.07,1.19,120.23,65.82,83.63,74,-65.05,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 5:24,50.0,40.5,115.0,2119.48,63.0,-79.9,120.0,65.18,1.25,46.57,9286.64,56.69,53.1,63.54,62.23,46.49,114.72,2192.61,49.12,31.77,80,2045.4,0,52.53,1.19,119.91,70.5,83.66,74,-74.21,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 5:38,50.0,40.5,120.0,2119.48,63.0,-79.9,120.0,66.91,1.25,46.04,9215.95,55.05,53.1,63.54,62.48,45.44,115.08,2192.61,49.8,32.24,80,2365.76,0,58.03,1.19,119.91,64.85,78.14,69,-78.46,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 5:45,50.0,40.5,120.0,2119.48,63.0,-78.26,120.0,67.72,1.25,45.75,9248.38,56.81,53.1,63.54,62.48,46.64,120.0,2103.11,48.87,31.97,80,2007.13,0,58.25,1.19,119.91,62.0,72.6,68,-79.13,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 5:45,50.0,40.5,120.0,2119.48,59.0,-80.0,120.0,67.72,1.25,45.75,9248.38,56.81,53.1,63.54,62.48,46.64,120.0,2103.11,48.87,31.97,80,2007.13,0,58.25,1.19,119.91,62.0,72.6,68,-79.13,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 5:53,50.0,40.5,110.0,2119.48,60.0,-79.12,120.0,67.99,1.25,47.83,9215.95,56.72,53.1,63.54,62.48,47.83,120.0,1917.64,47.36,31.97,80,1808.69,0,58.25,1.19,119.91,62.0,68.2,68,-79.49,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 5:53,50.0,40.5,110.0,2119.48,60.0,-80.0,120.0,68.31,1.25,47.83,9427.37,46.66,53.1,63.54,62.48,47.91,112.62,1859.92,47.27,31.16,80,1827.5,0,58.25,1.19,119.91,62.0,68.07,68,-79.49,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 5:55,50.0,40.5,110.0,2119.48,58.0,-80.0,120.0,68.08,1.25,47.83,9382.62,56.91,53.16,63.54,62.48,48.06,110.48,1846.95,46.27,31.53,80,1706.23,0,58.25,1.19,119.91,62.0,67.92,68,-79.13,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 5:56,50.0,40.5,110.0,2119.48,58.0,-77.34,120.0,68.28,1.25,47.83,9407.91,56.56,53.16,63.54,62.48,47.91,109.8,1866.41,47.04,31.3,80,1789.23,0,59.77,1.19,119.91,62.0,68.65,68,-78.81,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 5:57,50.0,40.5,110.0,2119.48,58.0,-77.34,125.0,68.24,1.25,47.83,9407.91,56.56,53.16,63.54,62.48,47.83,109.44,1846.95,47.1,31.09,80,2577.82,0,59.77,1.19,119.91,62.0,68.84,68,-78.81,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 5:59,50.0,40.5,110.0,2119.48,58.0,-75.05,125.0,68.12,1.25,47.83,9376.13,56.69,52.39,62.26,62.48,46.87,110.48,1802.2,45.92,31.63,80,2891.7,0,59.77,1.19,125.03,63.09,73.48,69,-77.74,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 6:06,50.0,40.5,110.0,2119.48,60.0,-80.0,125.0,68.1,1.25,46.64,9389.11,49.35,52.39,62.26,62.48,45.38,110.12,1853.44,46.53,30.49,80,2878.73,0,59.77,1.19,125.03,63.09,83.85,69,-78.81,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 6:12,50.0,40.5,110.0,2119.48,36.5,-69.08,120.0,68.51,1.25,46.64,9382.62,56.43,52.39,62.26,62.48,44.18,110.83,2590.14,59.25,31.6,80,2948.77,0,60.07,1.19,9.01,58.19,84.16,66,-86.2,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 6:14,50.0,40.5,110.0,2119.48,42.5,-51.06,120.0,68.74,1.25,46.64,9369.65,46.88,52.39,62.26,60.56,43.88,110.48,2269.78,51.78,29.88,80,2968.22,0,52.67,1.19,120.88,58.22,84.29,64,-78.81,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 6:14,50.0,40.5,110.0,2119.48,36.5,-52.25,120.0,68.74,1.25,46.64,9369.65,46.88,52.39,62.26,60.56,43.88,110.48,2269.78,51.78,29.88,80,2968.22,0,52.67,1.19,120.88,58.22,84.29,64,-78.81,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 6:16,50.0,40.5,110.0,2119.48,45.5,-39.44,120.0,68.93,1.25,46.64,9414.4,50.57,52.39,62.26,60.56,43.43,109.09,2186.12,51.62,28.6,80,2827.5,0,54.4,1.19,120.56,63.25,84.4,68,-67.54,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 6:16,50.0,40.5,110.0,2119.48,63.0,-40.0,120.0,68.99,1.25,46.64,9420.88,56.49,52.39,62.26,60.56,43.28,110.12,2212.06,53.45,28.6,80,2564.85,0,53.54,1.19,120.56,68.86,84.42,70,-65.4,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 6:17,50.0,40.5,110.0,2119.48,63.0,-49.1,120.0,68.97,1.25,46.64,9382.62,56.49,52.39,62.26,60.56,43.28,110.12,2225.03,52.81,28.57,80,2500.65,0,53.54,1.19,120.23,69.5,84.49,70,-66.83,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 6:31,50.0,40.5,110.0,2119.48,63.0,-49.76,120.0,71.03,1.25,43.06,9427.37,50.66,52.39,62.26,60.56,42.54,110.48,2212.06,53.39,27.32,80,2635.54,0,42.3,1.19,119.91,78.96,84.75,88,-37.9,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 7:24,50.0,40.5,110.0,2119.48,63.0,-79.96,130.2,63.89,1.25,42.76,9427.37,46.56,53.84,61.78,61.39,44.78,110.12,2205.58,49.35,30.66,80,2725.03,0,54.55,1.19,119.91,63.25,84.2,66,-79.85,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 7:33,50.0,40.5,110.0,2119.48,36.5,-67.31,120.0,65.9,1.25,42.76,9427.37,56.65,53.84,61.78,61.39,45.3,109.8,2205.58,48.97,29.07,80,2833.98,0,39.32,1.19,2.3,54.54,84.07,77,-36.51,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 7:34,50.0,40.5,110.0,2119.48,36.5,-66.25,120.0,65.78,1.25,42.76,9407.91,47.23,53.84,61.78,61.39,45.38,109.44,2321.01,49.7,28.4,80,2584.31,0,38.31,1.19,115.73,67.93,84.05,78,-73.18,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 7:34,50.0,40.5,110.0,2119.48,36.5,-65.89,120.0,66.16,1.25,42.76,9427.37,47.23,53.84,61.78,61.39,45.38,109.09,2243.84,48.51,29.54,80,2731.52,0,43.83,1.19,25.68,73.64,84.08,78,-46.0,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 7:35,50.0,40.5,110.0,2119.48,36.5,-63.73,120.0,66.44,1.25,42.76,9420.88,56.78,53.84,61.78,61.39,45.44,110.48,2250.32,50.82,29.14,80,2769.78,0,41.07,1.19,125.36,65.3,84.03,76,-76.32,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 7:35,50.0,40.5,110.0,2119.48,36.5,-63.96,120.0,66.44,1.25,42.76,9407.91,56.78,53.84,61.78,61.39,45.44,110.48,2250.32,50.82,29.14,80,2776.26,0,41.07,1.19,132.39,65.3,84.04,76,-76.67,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 7:37,50.0,40.5,110.0,2119.48,36.5,-63.01,120.0,66.92,1.25,45.67,9407.91,47.07,53.84,61.78,61.39,45.82,109.44,2179.64,75.24,18.55,80,2801.56,0,47.59,1.19,0.06,58.26,83.97,74,-44.96,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 7:38,50.0,40.5,110.0,2119.48,36.5,-59.15,120.0,67.57,1.25,45.67,9427.37,56.46,53.84,61.78,61.39,45.97,110.12,2263.29,38.07,29.92,80,0.0,0,39.47,1.19,21.82,70.3,83.93,77,-70.36,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 7:39,50.0,40.5,110.0,2119.48,39.5,-56.92,120.0,66.62,1.25,45.67,9427.37,56.65,53.84,61.78,61.39,46.49,109.8,2205.58,49.16,29.88,80,2000.65,0,42.67,1.19,127.27,62.8,83.87,72,-78.1,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 7:39,50.0,40.5,110.0,2119.48,42.5,-55.7,120.0,66.62,1.25,45.67,9427.37,56.65,53.84,61.78,61.39,46.49,109.8,2205.58,49.16,29.88,80,2000.65,0,42.67,1.19,127.27,62.8,83.87,72,-78.1,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 7:40,50.0,40.5,110.0,2119.48,42.5,-51.25,120.0,67.0,1.25,45.67,9414.4,46.43,53.84,61.78,61.39,46.71,109.8,2173.8,49.58,30.28,80,2103.11,0,47.88,1.19,119.91,63.64,83.8,71,-76.67,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 7:42,50.0,40.5,110.0,2119.48,36.5,-49.84,120.0,67.43,1.25,45.67,9376.13,46.62,53.84,61.78,61.39,46.79,110.83,2205.58,52.84,23.09,80,2436.45,0,50.85,1.19,33.69,63.25,83.69,71,-59.41,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 7:42,50.0,40.5,110.0,2119.48,36.5,-43.49,120.0,67.55,1.25,45.67,9407.91,47.43,53.84,61.78,61.39,46.87,110.83,2295.07,46.21,25.0,80,2782.75,0,49.11,1.19,34.01,59.98,83.69,72,-59.05,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 7:44,50.0,40.5,110.0,2119.48,39.5,-37.06,120.0,67.66,1.25,45.67,9414.4,47.65,53.84,61.78,61.39,47.39,109.8,2179.64,51.65,30.92,80,2411.15,0,49.4,1.19,26.65,55.53,83.56,67,-82.31,low_bad
39_2019_11_15,Yeast - BRD,15/11/2019 7:44,50.0,40.5,110.0,2119.48,36.5,-36.37,120.0,67.91,1.25,45.67,9433.85,56.52,53.84,61.78,61.39,47.54,110.12,2179.64,54.57,25.17,0,2718.55,0,49.4,1.19,3.27,57.71,83.54,66,-75.64,low_bad
