VYP batch,Part,Set Time,FFTE Feed solids SP,FFTE Production solids SP,FFTE Steam pressure SP,TFE Out flow SP,TFE Production solids SP,TFE Vacuum pressure SP,TFE Steam pressure SP,Extract tank Level,FFTE Discharge density,FFTE Discharge solids,FFTE Feed flow rate PV,FFTE Feed solids PV,FFTE Heat temperature 1,FFTE Heat temperature 2,FFTE Heat temperature 3,FFTE Production solids PV,FFTE Steam pressure PV,TFE Input flow PV,TFE Level,TFE Motor current,TFE Motor speed,TFE Out flow PV,TFE Product out temperature,TFE Production solids PV,TFE Production solids density,TFE Steam pressure PV,TFE Steam temperature,TFE Tank level,TFE Temperature,TFE Vacuum pressure PV,quality
97_2019_07_01,Yeast - FMX,1/07/2019 9:04,50.0,41.09,102.0,2609.3,69.0,-46.71,120.0,22.55,1.29,53.7,10171.21,57.36,54.25,61.56,61.72,53.92,98.85,1507.13,45.22,27.42,80,1494.16,0,69.62,0.89,119.91,74.53,82.18,89,-47.78,high_bad
98_2019_07_01,Yeast - FMX,1/07/2019 9:37,50.0,41.09,102.0,2609.3,69.0,-43.25,120.0,23.75,1.29,54.16,10196.5,47.84,54.25,61.56,61.72,54.08,102.02,1500.65,45.44,27.22,80,1487.68,0,69.1,1.21,119.91,78.09,82.09,90,-43.54,high_bad
97_2019_07_01,Yeast - FMX,1/07/2019 10:15,50.0,41.09,99.0,2609.3,73.0,-36.37,120.0,24.41,1.29,54.16,10202.98,56.3,53.23,61.39,61.72,54.62,98.53,1494.16,45.66,27.42,80,1538.91,0,71.95,1.21,119.91,79.63,81.96,92,-39.65,high_bad
98_2019_07_01,Yeast - FMX,1/07/2019 10:25,50.0,41.09,98.0,2609.3,73.0,-61.02,120.0,24.91,1.29,55.01,10177.04,45.82,53.23,61.39,61.72,55.16,97.1,1507.13,45.66,27.59,80,4045.4,0,70.15,1.21,119.91,79.15,81.79,91,-46.36,high_bad
98_2019_07_01,Yeast - FMX,1/07/2019 12:25,50.0,41.09,90.0,2609.3,73.0,-51.97,120.0,29.94,1.29,53.46,10183.53,57.97,51.88,61.39,61.72,53.0,89.72,1507.13,45.73,27.42,80,4218.55,0,72.92,1.21,119.91,76.71,82.28,88,-51.99,high_bad
98_2019_07_01,Yeast - FMX,1/07/2019 13:36,50.0,41.09,87.0,2609.3,70.0,-47.33,120.0,33.44,1.29,54.08,10215.95,57.78,51.88,61.39,61.72,53.62,86.54,1487.68,45.73,27.39,80,1500.65,0,68.05,1.21,119.91,79.08,82.12,91,-44.25,high_bad
101_2019_07_01,Yeast - BRN,1/07/2019 22:55,50.0,41.09,80.0,2186.05,70.0,-45.0,120.0,49.21,1.27,17.0,9395.59,31.4,59.66,65.43,66.55,19.84,80.19,2372.24,49.25,24.8,80,3814.53,0,1.92,1.13,119.91,78.92,54.03,84,-45.64,high_bad
101_2019_07_01,Yeast - BRN,1/07/2019 23:00,50.0,41.09,118.44,2186.05,70.0,-42.98,120.0,48.44,1.27,25.36,9382.62,56.72,64.31,66.49,66.55,28.12,117.9,2359.27,54.83,24.8,80,1827.5,0,1.92,1.13,119.91,78.92,54.37,84,-44.61,high_bad
101_2019_07_01,Yeast - BRN,1/07/2019 23:01,50.0,41.09,118.44,2186.05,64.0,-79.82,120.0,47.88,1.27,25.36,9414.4,56.75,64.31,66.49,66.55,29.55,118.57,1795.72,51.4,25.07,80,1673.8,0,1.92,1.13,119.58,78.99,53.44,83,-50.92,high_bad
104_2019_07_02,Yeast - BRN,2/07/2019 1:39,50.0,41.09,118.44,2186.05,67.0,-79.82,125.0,31.73,1.28,48.74,9433.85,47.84,57.74,68.73,66.72,46.34,118.57,2096.63,47.87,31.26,80,1872.24,0,66.8,1.22,124.71,64.79,44.46,69,-80.56,good
106_2019_07_02,Yeast - BRD,2/07/2019 12:18,50.0,39.0,89.0,2335.9,65.0,-79.14,120.0,26.47,1.26,48.29,9202.98,57.01,55.95,66.14,66.87,48.59,89.36,1474.71,42.2,34.02,80,1071.34,0,60.79,0.93,119.91,65.18,83.28,72,-78.1,high_bad
106_2019_07_02,Yeast - BRD,2/07/2019 12:21,50.0,39.0,89.0,2335.9,65.0,-75.45,120.0,25.65,1.26,48.29,9177.69,45.63,55.95,66.14,66.87,49.26,89.0,1416.99,40.92,35.47,80,1039.56,0,67.81,0.93,119.91,65.18,83.09,73,-77.03,high_bad
106_2019_07_02,Yeast - BRD,2/07/2019 12:29,50.0,39.0,89.0,2335.9,65.0,-49.26,120.0,20.25,1.26,48.29,9228.92,49.89,55.95,66.14,66.87,52.25,87.93,1648.51,46.56,28.43,80,3096.63,0,69.05,0.93,119.91,73.76,82.33,79,-59.05,high_bad
107_2019_07_02,Yeast - BRD,2/07/2019 12:32,50.0,39.0,89.0,2335.9,65.0,-50.28,120.0,19.83,1.26,48.29,9171.21,58.61,55.95,66.14,66.87,52.99,88.65,1635.54,46.37,28.77,80,1648.51,0,65.28,0.93,120.23,74.6,82.11,81,-57.27,high_bad
107_2019_07_02,Yeast - BRD,2/07/2019 12:32,50.0,39.0,89.0,2335.9,65.0,-50.28,120.0,19.83,1.26,48.29,9171.21,58.61,55.95,66.14,66.87,52.99,88.65,1635.54,46.37,28.77,80,1648.51,0,65.28,0.93,120.23,74.6,82.11,81,-57.27,high_bad
106_2019_07_02,Yeast - BRD,2/07/2019 12:50,50.0,39.0,89.0,2335.9,69.0,-43.84,120.0,8.57,1.26,55.46,9215.95,58.48,55.95,66.14,66.87,57.02,88.65,1346.95,43.74,31.77,80,3346.95,0,68.98,0.93,119.91,72.99,80.92,85,-51.99,high_bad
106_2019_07_02,Yeast - BRD,2/07/2019 13:13,50.0,39.0,60.0,2335.9,69.0,-52.85,120.0,16.07,1.26,58.45,9075.23,58.96,52.42,62.71,65.08,53.96,54.44,1461.74,44.45,35.87,80,4327.5,0,72.1,0.93,119.91,74.98,80.85,87,-53.74,high_bad
108_2019_07_02,Yeast - BRD,2/07/2019 20:00,50.0,39.0,90.0,2335.9,58.0,-44.69,120.0,16.27,1.53,55.0,9612.84,46.59,53.23,68.25,66.75,54.26,90.07,1872.24,89.98,44.21,80,2603.11,0,63.61,1.09,120.23,65.53,38.03,79,-57.63,good
108_2019_07_02,Yeast - BRD,2/07/2019 20:01,50.0,39.0,80.0,2335.9,58.0,-41.91,120.0,16.06,1.53,55.0,9850.84,49.99,53.23,68.25,66.75,54.19,81.94,1878.73,57.13,43.61,80,2385.21,0,61.59,1.09,120.23,74.5,38.28,82,-54.45,good
109_2019_07_02,Yeast - FMX,3/07/2019 4:10,50.0,43.0,100.0,2609.3,72.0,-36.37,125.0,60.0,1.03,63.67,10171.21,56.56,57.29,69.82,65.4,63.59,100.63,1359.27,44.7,33.45,80,2859.27,0,72.32,0.87,125.03,79.15,79.64,92,-40.36,high_bad
110_2019_07_03,Yeast - FMX,3/07/2019 5:48,50.0,43.0,100.0,2609.3,72.0,-36.37,125.0,53.85,1.03,68.38,10183.53,56.97,51.24,67.64,65.4,68.53,106.27,2192.61,54.32,33.75,80,2584.31,0,75.86,0.87,125.03,78.31,78.48,93,-40.01,high_bad
109_2019_07_02,Yeast - FMX,3/07/2019 6:00,50.0,43.0,91.81,2609.3,71.0,-36.37,125.0,46.4,1.03,67.14,10215.95,49.86,51.24,67.64,65.78,65.67,91.82,1269.78,44.35,39.07,80,3244.49,0,86.81,0.87,125.03,78.6,79.0,96,-39.33,high_bad
109_2019_07_02,Yeast - FMX,3/07/2019 6:01,50.0,43.0,86.92,2609.3,71.0,-36.37,125.0,46.36,1.03,67.14,10190.01,57.13,51.24,67.64,65.78,65.75,90.07,1276.26,44.35,39.27,80,1391.7,0,86.81,0.87,125.03,78.6,79.02,96,-39.33,high_bad
109_2019_07_02,Yeast - FMX,3/07/2019 6:04,50.0,43.0,54.0,2609.3,71.0,-36.37,125.0,43.83,1.03,67.14,10164.72,55.98,51.01,66.68,65.78,65.29,58.33,1353.44,44.64,36.58,80,3244.49,0,87.11,0.87,125.03,78.6,79.15,95,-39.65,high_bad
110_2019_07_03,Yeast - FMX,3/07/2019 8:31,50.0,43.0,54.0,2609.3,73.0,-43.43,125.0,60.98,1.03,54.93,10202.98,56.62,48.71,63.61,60.14,55.08,53.73,1449.42,45.06,28.67,80,5961.09,0,73.75,0.87,125.03,78.35,81.8,90,-43.89,high_bad
111_2019_07_03,Yeast - FMX,3/07/2019 9:13,50.0,43.0,54.0,2609.3,73.0,-51.68,120.0,67.55,1.03,54.85,10267.19,55.95,48.55,60.34,60.14,55.01,54.44,1538.91,45.44,28.87,80,1551.88,0,72.25,1.23,119.91,77.29,81.85,87,-51.63,high_bad
111_2019_07_03,Yeast - FMX,3/07/2019 11:12,50.0,43.0,54.0,2609.3,73.0,-52.04,120.0,70.18,1.29,55.08,10215.95,52.71,48.93,60.02,60.14,54.93,53.73,1551.88,45.15,28.33,80,6018.81,0,72.78,1.23,119.91,78.86,81.82,88,-50.24,high_bad
112_2019_07_03,Yeast - FMX,3/07/2019 12:31,50.0,43.0,54.0,2609.3,73.0,-56.38,120.0,40.68,1.29,54.32,10190.01,57.39,48.67,60.02,60.14,54.16,54.09,1590.79,45.44,28.5,80,5544.1,0,72.92,1.23,119.91,76.1,82.03,85,-56.24,good
112_2019_07_03,Yeast - FMX,3/07/2019 12:31,50.0,43.0,54.0,2609.3,73.0,-56.38,120.0,40.68,1.29,54.32,10190.01,57.39,48.67,60.02,60.14,54.16,54.09,1590.79,45.44,28.5,80,5544.1,0,72.92,1.23,119.91,76.1,82.03,85,-56.24,good
112_2019_07_03,Yeast - FMX,3/07/2019 12:56,50.0,43.0,57.0,2609.3,73.0,-60.5,120.0,43.92,1.29,53.31,10222.44,57.13,48.1,60.02,60.14,51.61,57.97,1661.48,45.57,28.53,80,5646.56,0,72.7,1.23,119.91,74.66,82.64,83,-61.55,good
112_2019_07_03,Yeast - FMX,3/07/2019 13:55,50.0,43.0,75.0,2609.3,73.0,-77.61,120.0,49.59,1.29,49.9,10164.72,56.69,49.09,59.47,60.14,48.82,74.88,1898.18,46.11,29.61,80,1706.23,0,73.38,1.23,119.91,66.62,83.33,73,-78.1,good
113_2019_07_03,Yeast - FMX,3/07/2019 14:23,50.0,43.0,75.0,2609.3,73.0,-80.0,120.0,51.2,1.29,46.81,10215.95,56.59,49.09,59.47,59.44,44.42,74.52,1987.68,46.47,28.3,80,4608.95,0,71.65,1.23,119.91,65.4,84.6,70,-79.85,good
113_2019_07_03,Yeast - FMX,3/07/2019 16:37,50.0,43.0,90.0,2609.3,73.0,-77.77,120.0,68.5,1.29,54.24,10190.01,56.91,50.69,62.96,63.51,54.24,89.36,1866.41,46.98,29.24,80,4179.64,0,70.98,1.23,119.91,68.41,82.08,78,-74.21,good
113_2019_07_03,Yeast - FMX,3/07/2019 17:31,50.0,43.0,90.0,2609.3,73.0,-74.74,120.0,72.59,1.29,53.31,10196.5,56.43,50.69,62.96,63.51,52.07,89.72,1827.5,46.5,28.7,80,1706.23,0,74.27,1.23,119.91,65.14,82.61,76,-74.57,good
113_2019_07_03,Yeast - FMX,3/07/2019 17:58,50.0,43.0,90.0,2609.3,73.0,-80.0,120.0,67.43,1.28,51.23,10202.98,56.81,49.7,62.96,63.51,50.61,89.72,1853.44,46.18,29.24,80,3820.36,0,73.07,1.23,119.91,64.89,82.98,74,-79.13,good
114_2019_07_03,Yeast - FMX,3/07/2019 20:04,50.0,43.0,105.0,2609.3,73.0,-80.0,120.0,69.66,1.28,46.35,10183.53,56.49,49.7,61.01,60.5,45.34,90.07,1872.24,46.11,28.03,80,3756.81,0,66.4,1.23,119.91,63.09,84.42,73,-79.85,good
115_2019_07_03,Yeast - FMX,3/07/2019 21:15,50.0,43.0,105.0,2609.3,73.0,-80.0,120.0,65.13,1.28,49.13,10222.44,50.06,50.66,60.56,60.5,48.89,105.55,1738.0,45.09,28.91,80,3128.4,0,68.95,1.23,119.91,63.09,83.5,74,-79.49,high_bad
116_2019_07_04,Yeast - FMX,4/07/2019 0:47,50.0,43.0,105.0,2609.3,73.0,-74.8,125.0,58.95,1.28,48.97,10215.95,56.81,50.57,61.17,58.86,52.54,105.2,1365.76,42.2,28.97,80,3025.94,0,73.3,1.23,125.03,65.88,82.59,79,-72.11,high_bad
116_2019_07_04,Yeast - FMX,4/07/2019 0:47,50.0,43.0,105.0,2609.3,73.0,-74.8,125.0,58.95,1.28,48.97,10215.95,56.81,50.57,61.17,58.86,52.54,105.2,1365.76,42.2,28.97,80,3025.94,0,73.3,1.23,125.03,65.88,82.59,79,-72.11,high_bad
115_2019_07_03,Yeast - FMX,4/07/2019 1:13,50.0,43.0,105.0,2609.3,73.0,-59.86,125.0,62.44,1.28,48.97,10177.04,49.51,51.72,61.17,58.86,54.78,104.84,1231.52,41.79,28.64,80,1103.11,0,73.52,1.23,125.03,65.88,82.0,85,-61.55,high_bad
116_2019_07_04,Yeast - FMX,4/07/2019 2:17,50.0,43.0,105.0,2609.3,73.0,-68.94,125.0,67.09,1.31,59.49,10196.5,49.38,53.0,66.81,60.85,59.49,104.84,1769.78,46.47,29.38,80,1776.26,0,75.4,1.23,125.03,69.15,80.75,82,-70.0,high_bad
117_2019_07_04,Yeast - FMX,4/07/2019 4:14,25.0,43.0,105.0,2609.3,73.0,-80.0,125.0,1.18,1.31,51.53,10196.5,16.13,50.66,66.81,59.82,51.45,104.84,1693.26,44.47,29.41,80,3359.27,0,69.55,1.23,125.36,64.57,82.76,74,-80.2,good
117_2019_07_04,Yeast - FMX,4/07/2019 4:38,25.0,43.0,105.0,2609.3,73.0,-80.0,85.0,1.46,1.31,38.54,10011.02,38.81,48.0,59.12,46.78,37.84,105.2,1616.08,43.36,27.46,80,3436.45,0,68.2,1.23,124.71,65.14,86.3,75,-79.49,good
118_2019_07_04,Yeast - BRN,4/07/2019 9:37,50.0,43.0,118.44,2186.05,73.0,-45.0,120.0,32.05,1.31,32.01,9407.91,57.74,65.98,65.05,64.79,33.2,118.57,1808.69,48.97,24.87,80,1321.01,0,-10.9,0.75,119.91,79.44,31.81,84,-44.96,high_bad
118_2019_07_04,Yeast - BRN,4/07/2019 9:37,50.0,43.0,118.44,2186.05,73.0,-45.0,120.0,32.05,1.31,32.01,9407.91,57.74,65.98,65.05,64.79,33.2,118.57,1808.69,48.97,24.87,80,1321.01,0,-10.9,0.75,119.91,79.44,31.81,84,-44.96,high_bad
118_2019_07_04,Yeast - BRN,4/07/2019 9:38,50.0,43.0,118.44,2186.05,73.0,-41.81,120.0,31.73,1.31,32.01,9420.88,57.74,65.98,65.05,64.79,33.72,118.57,1718.55,48.97,24.87,80,1474.71,0,-10.9,0.75,120.23,79.44,31.05,84,-44.96,high_bad
118_2019_07_04,Yeast - BRN,4/07/2019 9:49,50.0,43.0,127.74,2186.05,64.0,-79.95,120.0,32.46,1.23,37.16,9395.59,57.78,65.21,65.05,65.82,37.83,127.42,1680.29,42.59,25.0,80,1116.08,0,11.35,0.75,119.91,69.5,31.32,71,-75.28,high_bad
118_2019_07_04,Yeast - BRN,4/07/2019 9:53,50.0,43.0,129.07,2186.05,64.0,-79.95,120.0,32.85,1.23,37.16,9407.91,47.04,65.21,65.05,65.82,39.18,129.88,1706.23,43.61,25.84,80,1238.0,0,33.6,0.75,120.23,69.5,32.35,69,-78.1,high_bad
118_2019_07_04,Yeast - BRN,4/07/2019 10:12,50.0,43.0,123.94,2186.05,64.0,-79.7,120.0,35.51,1.23,42.84,9382.62,47.52,60.34,65.59,65.82,42.24,122.85,1468.22,41.18,28.74,80,1077.82,0,62.31,0.75,119.91,66.11,24.92,71,-79.49,high_bad
118_2019_07_04,Yeast - BRN,4/07/2019 10:13,50.0,43.0,124.16,2186.05,64.0,-76.38,120.0,35.05,1.23,42.84,9420.88,54.73,60.34,65.59,65.82,42.17,123.21,1551.88,41.69,28.8,80,1148.51,0,62.31,0.75,119.91,66.11,25.1,71,-79.13,high_bad
118_2019_07_04,Yeast - BRN,4/07/2019 10:13,50.0,43.0,124.29,2186.05,64.0,-76.38,120.0,35.12,1.23,42.84,9402.08,54.73,60.34,65.59,65.82,42.32,124.6,1551.88,41.69,28.8,80,2173.8,0,62.31,0.75,120.56,66.91,25.08,71,-78.46,high_bad
118_2019_07_04,Yeast - BRN,4/07/2019 10:16,50.0,43.0,127.73,2186.05,67.0,-70.03,120.0,35.45,1.23,42.84,9420.88,46.3,60.34,65.59,65.82,41.72,127.42,1590.79,41.69,28.03,80,1340.47,0,67.02,0.75,120.23,66.91,26.98,72,-74.93,high_bad
118_2019_07_04,Yeast - BRN,4/07/2019 10:28,50.0,43.0,125.0,2186.05,65.0,-79.12,120.0,36.22,1.23,44.03,9402.08,57.65,60.34,65.59,65.82,44.03,128.85,1571.34,42.23,28.67,80,1776.26,0,65.57,0.75,120.23,66.36,26.2,72,-78.46,high_bad
118_2019_07_04,Yeast - BRN,4/07/2019 11:08,50.0,43.0,129.0,2186.05,68.0,-79.99,120.0,38.24,1.23,44.03,9427.37,50.44,58.89,65.59,65.82,43.36,125.31,1731.52,46.08,30.02,80,1584.31,0,67.67,0.75,120.23,64.79,31.99,71,-79.49,high_bad
120_2019_07_04,Yeast - BRD,4/07/2019 17:47,50.0,39.0,110.0,2078.95,65.0,-80.0,120.0,45.96,1.22,36.04,9324.9,46.47,55.05,64.66,64.95,36.94,110.12,2032.43,46.43,26.52,80,2378.73,0,46.79,0.9,119.91,65.85,57.64,67,-79.85,low_bad
120_2019_07_04,Yeast - BRD,4/07/2019 18:05,50.0,39.0,115.0,2078.95,55.0,-79.99,120.0,43.96,1.22,37.53,9293.13,48.61,55.05,64.66,64.95,40.97,115.43,2205.58,48.77,26.38,80,2083.66,0,50.57,0.9,120.23,64.85,53.53,68,-79.85,low_bad
121_2019_07_04,Yeast - BRD,4/07/2019 19:08,50.0,39.0,110.0,2078.95,64.0,-78.09,120.0,33.05,1.22,44.4,9382.62,57.8,52.87,62.36,63.09,44.4,110.48,1577.82,43.16,27.83,80,1225.03,0,60.43,0.9,119.91,63.99,84.44,70,-78.81,good
122_2019_07_04,Yeast - BRD,5/07/2019 0:27,50.0,39.0,110.0,2078.95,65.0,-79.74,125.0,43.03,1.22,44.33,9132.94,57.26,54.25,62.52,63.76,43.73,109.44,1763.94,44.64,28.1,80,2205.58,0,62.6,0.86,120.56,66.39,37.71,70,-80.2,good
122_2019_07_04,Yeast - BRD,5/07/2019 1:44,50.0,39.0,115.0,2078.95,65.0,-79.74,125.0,31.52,1.24,39.26,9145.91,48.67,53.0,62.52,63.76,39.33,109.44,1610.25,43.61,27.26,80,2500.65,0,60.5,0.86,124.71,64.34,85.73,71,-79.85,good
2_2019_07_16,Yeast - BRD,16/07/2019 7:28,25.0,39.0,160.0,2335.9,65.0,-50.0,120.0,49.53,1.26,6.61,12016.21,67.64,66.2,59.66,57.52,8.63,160.88,4173.8,73.06,26.45,80,3070.69,0,10.77,1.1,119.91,77.26,70.81,81,-52.7,high_bad
2_2019_07_16,Yeast - BRD,16/07/2019 8:32,50.0,39.0,95.0,2335.9,65.0,-80.0,120.0,47.21,1.26,44.03,9414.4,55.5,53.84,61.43,59.6,41.42,95.0,2205.58,50.44,28.43,80,2103.11,0,54.91,1.1,119.91,70.75,52.83,77,-72.11,high_bad
2_2019_07_16,Yeast - BRD,16/07/2019 8:49,50.0,39.0,110.0,2335.9,59.0,-80.0,120.0,48.36,1.26,39.55,2090.14,59.12,49.8,61.43,60.88,40.6,104.16,2237.35,49.22,28.74,80,1949.42,0,54.62,1.1,119.91,65.37,76.14,71,-79.49,high_bad
2_2019_07_16,Yeast - BRD,16/07/2019 11:15,50.0,39.0,105.0,2335.9,63.0,-79.15,120.0,51.62,1.49,54.48,9594.03,47.78,51.34,63.03,60.05,54.56,105.2,2192.61,50.41,35.97,80,2128.4,0,60.57,1.02,119.91,63.32,57.99,73,-78.46,high_bad
5_2019_07_16,Yeast - BRN,16/07/2019 16:22,50.0,39.0,140.0,2525.64,63.0,-45.0,125.0,11.52,1.49,35.82,9869.65,45.09,48.45,62.68,60.46,35.36,140.47,1712.71,42.94,31.03,80,2192.61,0,59.41,1.02,125.03,52.04,79.69,63,-89.37,good
5_2019_07_16,Yeast - BRN,16/07/2019 18:05,50.0,39.0,110.0,2525.64,65.0,-88.63,120.0,69.39,1.22,32.61,9857.33,48.06,49.45,62.74,63.67,29.99,104.16,1590.79,42.04,30.05,80,2852.79,0,52.16,1.16,120.23,60.94,53.21,65,-86.2,good
5_2019_07_16,Yeast - BRN,16/07/2019 18:18,50.0,39.0,120.0,2517.95,65.0,-88.63,120.0,68.62,1.22,28.72,9806.1,49.09,49.45,62.74,63.67,27.97,118.57,1468.22,38.58,32.41,80,2782.75,0,57.67,1.16,119.91,60.94,89.23,64,-87.94,good
5_2019_07_16,Yeast - BRN,16/07/2019 18:22,50.0,39.0,120.0,2497.44,65.0,-88.63,120.0,66.83,1.22,28.72,9747.73,56.37,49.45,62.74,63.67,28.19,120.36,1442.93,40.47,32.27,80,911.15,0,57.67,1.16,119.91,57.07,89.22,63,-88.3,good
5_2019_07_16,Yeast - BRN,16/07/2019 19:45,50.0,39.0,120.0,2415.38,35.0,-88.12,120.0,34.77,1.22,40.07,9427.37,45.47,46.34,63.41,61.37,41.72,120.36,3070.69,24.33,26.75,80,2192.61,0,38.89,1.16,11.28,70.78,85.44,80,-72.11,good
5_2019_07_16,Yeast - BRN,16/07/2019 19:49,50.0,39.0,120.0,2415.38,47.0,-80.86,120.0,35.68,1.22,40.07,9440.34,57.71,46.34,63.41,61.37,43.96,120.36,1750.97,44.9,30.19,80,962.39,0,44.91,1.16,120.56,65.01,76.65,71,-76.67,good
5_2019_07_16,Yeast - BRN,16/07/2019 21:37,50.0,39.0,120.0,2415.38,35.0,-75.0,130.0,39.71,1.22,49.49,9420.88,47.68,48.58,66.84,60.53,48.44,119.64,2301.56,56.01,0.0,0,2743.84,0,41.07,1.16,24.09,66.2,47.45,84,-48.82,good
7_2019_07_16,Yeast - BRN,16/07/2019 21:47,50.0,39.0,120.0,2415.38,65.0,-75.0,130.0,39.76,1.22,49.49,9395.59,48.71,48.58,66.84,60.53,48.06,120.71,2147.86,50.54,43.0,80,2077.17,0,58.75,1.16,129.83,66.07,45.84,76,-74.21,low_bad
7_2019_07_16,Yeast - BRN,16/07/2019 21:47,50.0,39.0,120.0,2415.38,65.0,-75.0,130.0,39.76,1.22,49.49,9395.59,48.71,48.58,66.84,60.53,48.06,120.71,2147.86,50.54,43.0,80,2077.17,0,58.75,1.16,129.83,66.07,45.84,76,-74.21,low_bad
7_2019_07_16,Yeast - BRN,16/07/2019 22:07,50.0,39.0,116.0,2415.38,65.0,-75.0,130.0,38.05,1.22,49.49,9427.37,47.94,47.91,66.65,60.53,47.61,116.83,1750.97,47.49,39.54,80,1731.52,0,62.53,1.16,130.16,66.65,55.99,76,-74.21,low_bad
7_2019_07_16,Yeast - BRN,16/07/2019 22:14,50.0,39.0,114.0,2415.38,65.0,-75.0,130.0,37.07,1.22,49.49,9420.88,57.65,47.91,66.65,60.53,47.24,115.08,1712.71,46.56,37.22,80,1648.51,0,62.53,1.16,130.16,66.65,64.36,76,-74.57,low_bad
7_2019_07_16,Yeast - BRN,16/07/2019 23:10,50.0,39.0,123.0,2415.38,65.0,-75.0,130.0,36.54,1.22,44.4,9414.4,46.72,47.17,65.78,61.68,45.6,122.85,1654.99,46.08,30.42,80,2116.08,0,57.38,1.16,129.83,66.65,83.93,74,-73.86,low_bad
7_2019_07_16,Yeast - BRN,16/07/2019 23:14,50.0,39.0,123.0,2415.38,65.0,-75.0,120.0,36.95,1.22,44.4,9414.4,57.65,47.17,65.78,61.68,45.75,125.31,1667.32,46.3,30.45,80,2090.14,0,55.28,1.16,130.16,66.65,83.89,74,-73.5,low_bad
7_2019_07_16,Yeast - BRN,16/07/2019 23:30,50.0,39.0,135.0,2415.38,65.0,-75.0,120.0,38.25,1.22,44.4,9414.4,45.73,47.17,65.78,61.68,45.82,132.02,1661.48,45.86,30.59,80,1551.88,0,56.72,1.16,119.91,66.65,83.84,74,-73.5,low_bad
7_2019_07_16,Yeast - BRN,16/07/2019 23:54,50.0,39.0,150.0,2415.38,57.0,-68.61,120.0,40.33,1.22,44.4,9395.59,45.79,47.17,67.03,61.68,46.64,149.96,1590.79,45.12,31.56,80,1538.91,0,56.36,1.16,119.91,66.11,69.44,76,-71.04,low_bad
7_2019_07_16,Yeast - BRN,17/07/2019 0:02,50.0,39.0,150.0,2415.38,57.0,-69.5,120.0,40.64,1.22,44.4,9395.59,57.32,47.17,67.03,61.68,47.09,150.32,1693.26,46.08,31.63,80,1629.05,0,57.02,1.16,119.91,68.41,58.79,77,-70.36,low_bad
7_2019_07_16,Yeast - BRN,17/07/2019 0:09,50.0,39.0,150.0,2415.38,57.0,-68.13,120.0,41.26,1.22,47.39,9395.59,57.42,47.17,67.03,61.68,47.91,149.6,1622.57,45.41,32.94,80,1474.71,0,57.02,1.16,119.91,68.41,46.56,78,-67.86,low_bad
7_2019_07_16,Yeast - BRN,17/07/2019 0:09,50.0,39.0,150.0,2415.38,57.0,-67.43,120.0,41.28,1.22,47.39,9407.91,57.42,47.17,67.03,61.68,47.91,150.67,1603.76,45.41,32.47,80,1039.56,0,57.02,1.16,119.91,68.41,47.3,78,-68.93,low_bad
7_2019_07_16,Yeast - BRN,17/07/2019 0:10,50.0,39.0,150.0,2415.38,59.0,-69.56,120.0,40.92,1.22,47.39,9446.82,57.49,47.17,67.03,61.68,48.06,149.96,1616.08,45.15,32.97,80,1026.59,0,58.1,1.16,119.91,68.41,44.78,78,-68.93,low_bad
7_2019_07_16,Yeast - BRN,17/07/2019 0:10,50.0,39.0,150.0,2415.38,59.0,-68.65,120.0,40.92,1.22,47.39,9446.82,57.49,47.17,67.03,61.68,48.06,149.96,1616.08,45.15,32.17,80,1026.59,0,58.1,1.16,119.91,68.41,44.78,78,-68.93,low_bad
7_2019_07_16,Yeast - BRN,17/07/2019 0:34,50.0,39.0,150.17,2415.38,64.0,-75.0,120.0,33.52,1.22,47.39,9407.91,47.17,47.17,67.03,61.68,50.9,150.32,1981.19,49.12,27.19,80,1917.64,0,45.34,1.16,119.91,75.53,16.86,83,-56.56,low_bad
7_2019_07_16,Yeast - BRN,17/07/2019 0:34,50.0,39.0,150.17,2415.38,65.0,-75.0,120.0,33.26,1.22,47.39,9407.91,47.17,47.17,67.03,61.68,50.9,150.32,2411.15,49.12,27.19,80,1898.18,0,45.34,1.16,119.91,75.53,16.02,83,-56.56,low_bad
7_2019_07_16,Yeast - BRN,17/07/2019 0:36,50.0,39.0,139.55,2415.38,65.0,-75.0,120.0,32.49,1.22,47.39,9440.34,46.14,47.17,67.03,61.68,51.05,142.22,2122.57,50.63,26.69,80,2025.94,0,35.41,1.16,120.23,75.53,16.91,81,-56.91,low_bad
7_2019_07_16,Yeast - BRN,17/07/2019 0:39,50.0,39.0,127.9,2415.38,65.0,-89.0,120.0,30.9,1.22,51.28,9427.37,55.56,48.16,69.85,61.68,51.28,124.6,3987.03,54.38,26.05,80,1051.88,0,22.81,1.16,119.91,74.92,16.86,80,-56.91,low_bad
7_2019_07_16,Yeast - BRN,17/07/2019 0:39,50.0,39.0,120.53,2415.38,65.0,-89.0,120.0,30.95,1.22,51.28,9414.4,45.82,48.16,69.85,61.68,51.35,122.5,2629.05,51.82,26.38,80,2256.81,0,22.81,1.16,119.91,67.83,15.22,80,-56.91,low_bad
7_2019_07_16,Yeast - BRN,17/07/2019 0:40,50.0,39.0,120.53,2415.38,65.0,-89.0,120.0,29.81,1.22,51.28,9420.88,54.38,48.16,69.85,61.68,51.35,117.18,1680.29,54.41,25.84,80,2276.26,0,17.87,1.16,121.53,69.6,12.45,82,-36.15,low_bad
