VYP batch,Part,Set Time,FFTE Feed solids SP,FFTE Production solids SP,FFTE Steam pressure SP,TFE Out flow SP,TFE Production solids SP,TFE Vacuum pressure SP,TFE Steam pressure SP,Extract tank Level,FFTE Discharge density,FFTE Discharge solids,FFTE Feed flow rate PV,FFTE Feed solids PV,FFTE Heat temperature 1,FFTE Heat temperature 2,FFTE Heat temperature 3,FFTE Production solids PV,FFTE Steam pressure PV,TFE Input flow PV,TFE Level,TFE Motor current,TFE Motor speed,TFE Out flow PV,TFE Product out temperature,TFE Production solids PV,TFE Production solids density,TFE Steam pressure PV,TFE Steam temperature,TFE Tank level,TFE Temperature,TFE Vacuum pressure PV,quality_label
97_2020_06_25,Yeast - FMX,25/06/2020 13:26,50.0,43.0,115.0,2846.51,83.0,-57.85,120.0,51.27,1.36,60.36,10209.47,50.6,61.01,70.53,60.78,60.13,114.72,1898.18,48.19,28.67,80,3494.16,0,83.37,1.3,120.23,72.99,77.98,83,-57.63,low_bad
97_2020_06_25,Yeast - FMX,25/06/2020 13:26,50.0,43.0,115.0,2846.51,83.0,-57.85,120.0,51.27,1.36,60.36,10209.47,50.6,61.01,70.53,60.78,60.13,114.72,1898.18,48.19,28.67,80,3494.16,0,83.37,1.3,120.23,72.99,77.98,83,-57.63,low_bad
97_2020_06_25,Yeast - FMX,25/06/2020 13:26,50.0,43.0,115.0,2846.51,83.0,-57.85,120.0,51.27,1.36,60.36,10209.47,50.6,61.01,70.53,60.78,60.13,114.72,1898.18,48.19,28.67,80,3494.16,0,83.37,1.3,120.23,72.99,77.98,83,-57.63,low_bad
97_2020_06_25,Yeast - FMX,25/06/2020 13:26,50.0,43.0,115.0,2846.51,83.0,-57.85,120.0,51.27,1.36,60.36,10209.47,50.6,61.01,70.53,60.78,60.13,114.72,1898.18,48.19,28.67,80,3494.16,0,83.37,1.3,120.23,72.99,77.98,83,-57.63,low_bad
96_2020_06_25,Yeast - FMX,25/06/2020 13:39,50.0,43.0,115.0,2846.51,83.0,-56.54,120.0,43.85,1.36,60.36,10177.04,50.69,61.01,70.53,60.78,60.13,115.43,1853.44,48.19,28.94,80,1904.67,0,83.37,1.3,120.23,72.99,77.97,83,-56.24,good
96_2020_06_25,Yeast - FMX,25/06/2020 13:45,50.0,43.0,115.0,2846.51,83.0,-55.26,120.0,41.03,1.36,60.36,10202.98,50.66,61.01,70.53,60.78,59.98,115.08,1846.95,47.87,28.47,80,3474.71,0,83.37,1.3,119.91,72.99,77.98,83,-56.24,good
96_2020_06_25,Yeast - FMX,25/06/2020 13:55,50.0,43.0,115.0,2846.51,83.0,-56.52,120.0,35.23,1.36,60.36,10202.98,50.92,61.01,70.53,60.82,59.98,115.08,1898.18,48.06,28.67,80,3461.74,0,83.37,1.3,119.91,72.99,77.99,83,-56.24,good
96_2020_06_25,Yeast - FMX,25/06/2020 14:03,50.0,43.0,115.0,2846.51,83.0,-56.8,120.0,31.02,1.36,60.36,10215.95,49.41,61.01,70.53,60.82,60.13,115.43,1840.47,48.19,29.11,80,3416.99,0,82.92,1.3,120.23,73.48,77.95,83,-56.91,good
96_2020_06_25,Yeast - FMX,25/06/2020 14:10,50.0,43.0,115.0,2846.51,83.0,-56.52,120.0,28.88,1.36,60.36,10222.44,50.63,61.01,70.53,60.82,60.05,115.43,1923.48,48.45,28.87,80,3416.99,0,82.92,1.3,119.91,73.48,77.95,83,-56.56,good
96_2020_06_25,Yeast - FMX,25/06/2020 14:21,50.0,43.0,115.0,2846.51,83.0,-58.29,120.0,30.77,1.36,60.36,10215.95,49.41,61.01,70.53,60.82,59.9,114.01,1968.87,48.61,28.64,80,3436.45,0,82.92,1.3,119.91,73.48,77.98,83,-57.63,good
96_2020_06_25,Yeast - FMX,25/06/2020 14:24,50.0,43.0,115.0,2846.51,83.0,-57.51,120.0,31.28,1.36,60.36,10222.44,50.63,61.01,69.95,60.82,59.83,115.08,1827.5,47.04,28.74,80,3461.74,0,83.37,1.3,119.91,73.48,78.02,83,-57.63,good
97_2020_06_25,Yeast - FMX,25/06/2020 14:28,50.0,43.0,115.0,2846.51,83.0,-54.67,120.0,32.18,1.36,59.59,10209.47,50.6,61.01,69.95,60.82,59.59,114.72,1821.01,47.65,28.87,80,3487.68,0,84.28,1.3,119.91,73.06,78.05,83,-56.24,good
97_2020_06_25,Yeast - FMX,25/06/2020 14:28,50.0,43.0,115.0,2846.51,83.0,-54.67,120.0,32.18,1.36,59.59,10209.47,50.6,61.01,69.95,60.82,59.59,114.72,1821.01,47.65,28.87,80,3487.68,0,84.28,1.3,119.91,73.06,78.05,83,-56.24,low_bad
97_2020_06_25,Yeast - FMX,25/06/2020 14:37,50.0,43.0,115.0,2846.51,83.0,-53.92,120.0,33.39,1.36,59.59,10209.47,50.98,61.01,69.95,60.82,59.2,115.08,1827.5,47.91,28.3,80,1904.67,0,84.28,1.3,120.23,73.06,78.13,84,-54.81,good
97_2020_06_25,Yeast - FMX,25/06/2020 14:37,50.0,43.0,115.0,2846.51,83.0,-53.92,120.0,33.39,1.36,59.59,10209.47,50.98,61.01,69.95,60.82,59.2,115.08,1827.5,47.91,28.3,80,1904.67,0,84.28,1.3,120.23,73.06,78.13,84,-54.81,low_bad
97_2020_06_25,Yeast - FMX,25/06/2020 14:44,50.0,43.0,115.0,2846.51,83.0,-57.53,120.0,34.48,1.36,59.59,10190.01,49.19,61.01,69.95,59.06,58.81,114.36,1955.9,48.87,28.23,80,3621.92,0,84.28,1.3,119.91,74.12,78.24,83,-56.24,good
97_2020_06_25,Yeast - FMX,25/06/2020 14:44,50.0,43.0,115.0,2846.51,83.0,-57.53,120.0,34.48,1.36,59.59,10190.01,49.19,61.01,69.95,59.06,58.81,114.36,1955.9,48.87,28.23,80,3621.92,0,84.28,1.3,119.91,74.12,78.24,83,-56.24,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 14:57,50.0,43.0,115.0,2846.51,83.0,-57.53,120.0,36.07,1.36,59.59,10215.95,49.25,61.01,69.95,59.06,58.27,115.08,1981.19,50.09,28.94,80,3609.6,0,81.88,1.3,119.91,71.55,78.35,79,-64.72,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 14:57,50.0,43.0,115.0,2846.51,83.0,-57.53,120.0,36.07,1.36,59.59,10215.95,49.25,61.01,69.95,59.06,58.27,115.08,1981.19,50.09,28.94,80,3609.6,0,81.88,1.3,119.91,71.55,78.35,79,-64.72,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 14:57,50.0,43.0,115.0,2846.51,83.0,-57.53,120.0,36.07,1.36,59.59,10215.95,49.25,61.01,69.95,59.06,58.27,115.08,1981.19,50.09,28.94,80,3609.6,0,81.88,1.3,119.91,71.55,78.35,79,-64.72,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 14:57,50.0,43.0,115.0,2846.51,83.0,-57.53,120.0,36.07,1.36,59.59,10215.95,49.25,61.01,69.95,59.06,58.27,115.08,1981.19,50.09,28.94,80,3609.6,0,81.88,1.3,119.91,71.55,78.35,79,-64.72,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 14:57,50.0,43.0,115.0,2846.51,83.0,-57.53,120.0,36.07,1.36,59.59,10215.95,49.25,61.01,69.95,59.06,58.27,115.08,1981.19,50.09,28.94,80,3609.6,0,81.88,1.3,119.91,71.55,78.35,79,-64.72,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 14:57,50.0,43.0,115.0,2846.51,83.0,-57.53,120.0,36.07,1.36,59.59,10215.95,49.25,61.01,69.95,59.06,58.27,115.08,1981.19,50.09,28.94,80,3609.6,0,81.88,1.3,119.91,71.55,78.35,79,-64.72,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 14:57,50.0,43.0,115.0,2846.51,83.0,-57.53,120.0,36.07,1.36,59.59,10215.95,49.25,61.01,69.95,59.06,58.27,115.08,1981.19,50.09,28.94,80,3609.6,0,81.88,1.3,119.91,71.55,78.35,79,-64.72,low_bad
97_2020_06_25,Yeast - FMX,25/06/2020 14:58,50.0,43.0,115.0,2846.51,83.0,-67.74,120.0,36.25,1.36,58.19,10202.98,49.89,61.01,69.95,59.06,58.04,115.08,1981.19,50.41,28.8,80,3788.59,0,81.88,1.3,119.91,69.98,78.36,79,-65.05,low_bad
97_2020_06_25,Yeast - FMX,25/06/2020 14:58,50.0,43.0,115.0,2846.51,83.0,-67.74,120.0,36.25,1.36,58.19,10202.98,49.89,61.01,69.95,59.06,58.04,115.08,1981.19,50.41,28.8,80,3788.59,0,81.88,1.3,119.91,69.98,78.36,79,-65.05,good
97_2020_06_25,Yeast - FMX,25/06/2020 15:00,50.0,43.0,115.0,2846.51,83.0,-66.7,120.0,36.76,1.36,47.91,10202.98,49.29,59.7,68.89,59.06,47.76,115.08,1635.54,44.83,29.31,80,5114.79,0,82.7,1.3,120.23,69.98,78.84,79,-65.76,low_bad
97_2020_06_25,Yeast - FMX,25/06/2020 15:00,50.0,43.0,115.0,2846.51,83.0,-66.7,120.0,36.76,1.36,47.91,10202.98,49.29,59.7,68.89,59.06,47.76,115.08,1635.54,44.83,29.31,80,5114.79,0,82.7,1.3,120.23,69.98,78.84,79,-65.76,good
97_2020_06_25,Yeast - FMX,25/06/2020 15:02,50.0,43.0,115.0,2846.51,83.0,-62.43,120.0,37.26,1.36,35.86,10164.72,49.32,60.21,69.92,59.06,36.01,115.08,1199.74,42.17,30.02,80,5396.89,0,86.38,1.3,120.23,69.98,81.11,79,-63.65,low_bad
97_2020_06_25,Yeast - FMX,25/06/2020 15:02,50.0,43.0,115.0,2846.51,83.0,-62.43,120.0,37.26,1.36,35.86,10164.72,49.32,60.21,69.92,59.06,36.01,115.08,1199.74,42.17,30.02,80,5396.89,0,86.38,1.3,120.23,69.98,81.11,79,-63.65,good
97_2020_06_25,Yeast - FMX,25/06/2020 15:04,50.0,43.0,120.0,2846.51,83.0,-62.43,120.0,37.61,1.36,35.86,10215.95,50.73,60.21,69.92,58.77,36.24,115.08,1815.18,41.05,29.44,80,5448.12,0,86.38,1.3,119.91,70.94,82.18,79,-62.23,low_bad
97_2020_06_25,Yeast - FMX,25/06/2020 15:04,50.0,43.0,120.0,2846.51,83.0,-62.43,120.0,37.61,1.36,35.86,10215.95,50.73,60.21,69.92,58.77,36.24,115.08,1815.18,41.05,29.44,80,5448.12,0,86.38,1.3,119.91,70.94,82.18,79,-62.23,good
97_2020_06_25,Yeast - FMX,25/06/2020 15:05,50.0,43.0,120.0,2846.51,83.0,-53.33,120.0,38.29,1.36,35.86,10196.5,49.7,59.44,69.92,58.77,36.4,118.93,1763.94,48.74,28.47,80,5511.67,0,88.78,1.3,119.58,70.94,83.72,79,-59.05,good
97_2020_06_25,Yeast - FMX,25/06/2020 15:05,50.0,43.0,120.0,2846.51,83.0,-53.33,120.0,38.29,1.36,35.86,10196.5,49.7,59.44,69.92,58.77,36.4,118.93,1763.94,48.74,28.47,80,5511.67,0,88.78,1.3,119.58,70.94,83.72,79,-59.05,low_bad
97_2020_06_25,Yeast - FMX,25/06/2020 15:06,50.0,43.0,120.0,2846.51,83.0,-53.05,120.0,38.46,1.36,35.86,10202.98,49.83,59.44,68.12,58.77,36.4,120.0,1461.74,47.01,28.06,80,1590.79,0,86.9,1.3,120.23,70.94,84.06,81,-57.63,low_bad
97_2020_06_25,Yeast - FMX,25/06/2020 15:06,50.0,43.0,120.0,2846.51,83.0,-53.05,120.0,38.46,1.36,35.86,10202.98,49.83,59.44,68.12,58.77,36.4,120.0,1461.74,47.01,28.06,80,1590.79,0,86.9,1.3,120.23,70.94,84.06,81,-57.63,good
97_2020_06_25,Yeast - FMX,25/06/2020 15:10,50.0,43.0,120.0,2846.51,83.0,-53.06,120.0,39.38,1.36,35.86,10209.47,50.47,59.44,68.12,58.77,36.86,120.36,1654.99,45.12,28.06,80,5319.71,0,82.7,1.3,119.91,73.18,84.0,82,-56.24,low_bad
97_2020_06_25,Yeast - FMX,25/06/2020 15:10,50.0,43.0,120.0,2846.51,83.0,-53.06,120.0,39.38,1.36,35.86,10209.47,50.47,59.44,68.12,58.77,36.86,120.36,1654.99,45.12,28.06,80,5319.71,0,82.7,1.3,119.91,73.18,84.0,82,-56.24,good
97_2020_06_25,Yeast - FMX,25/06/2020 15:16,50.0,43.0,120.0,2846.51,83.0,-52.5,120.0,40.71,1.36,41.89,10183.53,50.76,59.44,68.12,58.77,42.89,120.0,1590.79,46.53,28.06,80,1667.32,0,83.08,1.3,120.23,73.18,83.31,83,-53.74,low_bad
97_2020_06_25,Yeast - FMX,25/06/2020 15:16,50.0,43.0,120.0,2846.51,83.0,-52.5,120.0,40.71,1.36,41.89,10183.53,50.76,59.44,68.12,58.77,42.89,120.0,1590.79,46.53,28.06,80,1667.32,0,83.08,1.3,120.23,73.18,83.31,83,-53.74,good
97_2020_06_25,Yeast - FMX,25/06/2020 15:18,50.0,43.0,125.0,2846.51,83.0,-52.5,120.0,40.89,1.36,40.5,10202.98,49.45,59.44,70.18,58.77,40.42,120.36,1815.18,47.75,28.33,80,1936.45,0,83.08,1.3,120.23,74.5,82.82,84,-53.74,low_bad
97_2020_06_25,Yeast - FMX,25/06/2020 15:18,50.0,43.0,125.0,2846.51,83.0,-52.5,120.0,40.89,1.36,40.5,10202.98,49.45,59.44,70.18,58.77,40.42,120.36,1815.18,47.75,28.33,80,1936.45,0,83.08,1.3,120.23,74.5,82.82,84,-53.74,good
97_2020_06_25,Yeast - FMX,25/06/2020 15:20,50.0,43.0,125.0,2846.51,83.0,-56.4,120.0,41.19,1.36,40.5,10196.5,50.63,59.44,70.18,58.77,40.96,124.6,2000.65,49.51,28.23,80,2116.08,0,83.08,1.3,119.91,74.5,82.63,84,-55.17,low_bad
97_2020_06_25,Yeast - FMX,25/06/2020 15:20,50.0,43.0,125.0,2846.51,83.0,-56.4,120.0,41.19,1.36,40.5,10196.5,50.63,59.44,70.18,58.77,40.96,124.6,2000.65,49.51,28.23,80,2116.08,0,83.08,1.3,119.91,74.5,82.63,84,-55.17,good
97_2020_06_25,Yeast - FMX,25/06/2020 15:23,50.0,43.0,125.0,2846.51,83.0,-60.09,120.0,41.84,1.36,41.97,10190.01,50.57,59.44,70.18,58.26,42.89,124.96,1917.64,48.67,28.64,80,3295.72,0,81.2,1.3,119.91,74.5,82.65,83,-57.27,low_bad
97_2020_06_25,Yeast - FMX,25/06/2020 15:23,50.0,43.0,125.0,2846.51,83.0,-60.09,120.0,41.84,1.36,41.97,10190.01,50.57,59.44,70.18,58.26,42.89,124.96,1917.64,48.67,28.64,80,3295.72,0,81.2,1.3,119.91,74.5,82.65,83,-57.27,good
97_2020_06_25,Yeast - FMX,25/06/2020 15:34,50.0,43.0,125.0,2846.51,83.0,-58.26,120.0,43.08,1.36,43.59,10196.5,49.29,63.03,72.99,58.26,43.43,124.96,2141.37,50.5,28.8,80,3500.65,0,83.3,1.3,120.23,72.42,82.05,82,-58.34,low_bad
97_2020_06_25,Yeast - FMX,25/06/2020 15:34,50.0,43.0,125.0,2846.51,83.0,-58.26,120.0,43.08,1.36,43.59,10196.5,49.29,63.03,72.99,58.26,43.43,124.96,2141.37,50.5,28.8,80,3500.65,0,83.3,1.3,120.23,72.42,82.05,82,-58.34,good
97_2020_06_25,Yeast - FMX,25/06/2020 15:40,50.0,43.0,125.0,2846.51,83.0,-55.19,120.0,43.77,1.36,43.28,10196.5,49.54,63.03,72.99,58.26,41.73,125.31,2032.43,49.58,29.41,80,3416.99,0,83.3,1.3,120.23,72.42,82.33,83,-56.91,low_bad
97_2020_06_25,Yeast - FMX,25/06/2020 15:40,50.0,43.0,125.0,2846.51,83.0,-55.19,120.0,43.77,1.36,43.28,10196.5,49.54,63.03,72.99,58.26,41.73,125.31,2032.43,49.58,29.41,80,3416.99,0,83.3,1.3,120.23,72.42,82.33,83,-56.91,good
97_2020_06_25,Yeast - FMX,25/06/2020 15:45,50.0,43.0,125.0,2846.51,83.0,-50.93,120.0,44.4,1.36,41.43,10196.5,50.69,63.03,72.99,58.26,41.35,129.88,1667.32,45.63,29.61,80,3000.0,0,84.81,1.3,120.23,73.48,82.62,84,-53.74,good
97_2020_06_25,Yeast - FMX,25/06/2020 15:45,50.0,43.0,125.0,2846.51,83.0,-50.93,120.0,44.4,1.36,41.43,10196.5,50.69,63.03,72.99,58.26,41.35,129.88,1667.32,45.63,29.61,80,3000.0,0,84.81,1.3,120.23,73.48,82.62,84,-53.74,low_bad
97_2020_06_25,Yeast - FMX,25/06/2020 15:48,50.0,43.0,125.0,2846.51,83.0,-44.54,120.0,44.73,1.36,41.43,10190.01,49.19,63.03,72.99,58.26,41.12,130.24,1789.23,47.33,28.53,80,1898.18,0,85.7,1.3,119.91,73.48,82.72,85,-49.17,good
97_2020_06_25,Yeast - FMX,25/06/2020 15:48,50.0,43.0,125.0,2846.51,83.0,-44.54,120.0,44.73,1.36,41.43,10190.01,49.19,63.03,72.99,58.26,41.12,130.24,1789.23,47.33,28.53,80,1898.18,0,85.7,1.3,119.91,73.48,82.72,85,-49.17,low_bad
97_2020_06_25,Yeast - FMX,25/06/2020 15:55,50.0,43.0,125.0,2846.51,83.0,-42.18,120.0,45.51,1.36,41.43,10215.95,49.93,63.03,72.99,58.26,40.73,130.24,1782.75,47.71,28.0,80,3012.97,0,83.3,1.3,119.91,77.22,82.85,87,-45.29,low_bad
97_2020_06_25,Yeast - FMX,25/06/2020 15:55,50.0,43.0,125.0,2846.51,83.0,-42.18,120.0,45.51,1.36,41.43,10215.95,49.93,63.03,72.99,58.26,40.73,130.24,1782.75,47.71,28.0,80,3012.97,0,83.3,1.3,119.91,77.22,82.85,87,-45.29,good
98_2020_06_25,Yeast - FMX,25/06/2020 15:59,50.0,43.0,125.0,2846.51,83.0,-43.98,120.0,46.46,1.36,41.43,10196.5,49.48,60.46,72.99,58.26,40.5,129.56,2442.93,54.73,28.03,80,2961.74,0,83.0,1.3,119.91,77.45,82.9,88,-44.61,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 16:02,50.0,43.0,135.0,2846.51,83.0,-43.98,120.0,46.35,1.36,41.43,10107.0,49.51,60.46,70.18,58.26,40.42,129.88,2365.76,55.24,27.69,80,2738.0,0,79.7,1.3,119.91,77.45,82.9,87,-46.71,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 16:04,50.0,43.0,135.0,2846.51,83.0,-54.02,120.0,46.67,1.36,41.43,10081.06,49.77,60.46,70.18,58.26,40.26,134.12,1815.18,50.25,28.37,80,2199.09,0,79.7,1.3,119.91,77.45,82.92,87,-49.53,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 16:05,50.0,43.0,135.0,2846.51,83.0,-55.1,120.0,46.64,1.36,41.43,10107.0,49.29,60.46,70.18,58.26,40.34,134.12,1706.23,47.49,28.74,80,1840.47,0,81.42,1.3,119.91,76.17,82.96,87,-50.92,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 16:07,50.0,43.0,135.0,2846.51,83.0,-53.83,120.0,46.88,1.36,41.43,10094.03,49.89,60.46,70.18,58.26,40.26,135.19,1635.54,46.72,28.94,80,2660.83,0,81.42,1.3,119.91,75.33,82.97,86,-51.99,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 16:10,50.0,43.0,135.0,2846.51,83.0,-48.19,120.0,47.66,1.36,41.43,10100.52,50.02,60.46,70.18,58.26,40.42,135.87,1416.99,43.19,29.41,80,1321.01,0,85.41,1.3,120.23,75.33,82.96,86,-50.24,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 16:14,50.0,43.0,135.0,2846.51,83.0,-37.27,120.0,48.29,1.36,40.19,10068.74,49.35,60.46,70.18,58.26,40.19,134.84,1590.79,46.78,27.83,80,1795.72,0,87.81,1.3,119.91,76.61,82.98,88,-43.89,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 16:14,50.0,43.0,135.0,2846.51,83.0,-36.47,120.0,48.13,1.36,40.19,10125.81,50.63,60.46,70.18,58.26,40.04,134.84,1571.34,46.78,27.56,80,2494.16,0,86.61,1.3,119.91,76.61,82.98,88,-43.54,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 16:17,50.0,43.0,135.0,2846.51,83.0,-37.29,120.0,48.54,1.36,40.19,10107.0,50.6,60.46,70.18,58.26,40.04,134.48,1680.29,46.56,27.83,80,2404.67,0,86.61,1.3,120.23,78.8,83.02,89,-41.08,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 16:17,50.0,43.0,140.0,2846.51,83.0,-37.29,120.0,48.13,1.36,40.19,10119.97,50.63,60.46,70.18,58.26,40.04,135.19,1642.02,46.56,27.26,80,2430.61,0,86.61,1.3,120.23,78.8,83.0,89,-41.08,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 16:23,50.0,43.0,140.0,2846.51,83.0,-45.7,120.0,49.44,1.36,40.19,10113.49,50.69,60.46,70.18,58.26,40.5,140.47,1564.85,48.04,28.1,80,1744.49,0,81.2,1.3,119.91,78.8,83.01,89,-43.89,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 16:26,50.0,43.0,140.0,2846.51,85.0,-46.29,120.0,49.16,1.36,40.19,10062.26,49.54,60.46,70.18,58.26,40.81,140.12,1680.29,46.5,28.1,80,1731.52,0,83.9,1.3,119.91,78.8,82.93,89,-44.96,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 16:26,50.0,43.0,140.0,2846.51,84.0,-46.29,120.0,49.16,1.36,40.19,10062.26,49.54,60.46,70.18,58.26,40.81,140.12,1680.29,46.5,28.1,80,1731.52,0,83.9,1.3,119.91,78.8,82.93,89,-44.96,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 16:26,50.0,43.0,140.0,2846.51,84.0,-45.7,120.0,49.72,1.36,40.19,10119.97,50.63,60.46,70.18,58.26,40.73,139.76,1648.51,45.22,27.66,80,1629.05,0,81.72,1.3,119.91,78.8,82.92,89,-44.61,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 16:29,50.0,43.0,140.0,2372.09,85.0,-46.29,120.0,49.96,1.36,40.19,10125.81,49.35,60.46,70.18,58.26,40.88,140.12,1610.25,47.2,27.96,80,1750.97,0,83.9,1.3,119.91,78.8,82.86,88,-45.64,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 16:30,50.0,43.0,140.0,2372.09,85.0,-49.63,120.0,50.4,1.36,40.19,10119.97,50.54,60.46,70.18,58.26,40.88,139.4,1577.82,45.76,27.96,80,1577.82,0,83.9,1.3,119.91,78.8,82.81,88,-47.07,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 16:34,50.0,43.0,140.0,2372.09,85.0,-48.57,120.0,50.84,1.36,40.19,10125.81,50.54,60.46,70.18,58.26,40.88,140.12,1487.68,44.38,28.74,80,2295.07,0,84.81,1.3,119.91,76.71,82.83,88,-47.43,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 16:40,50.0,43.0,140.0,2372.09,85.0,-40.91,120.0,51.95,1.28,40.19,10113.49,50.5,60.46,70.18,57.55,40.88,140.12,1782.75,45.34,28.2,80,1782.75,0,86.9,1.33,119.91,76.71,82.84,88,-44.25,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 16:42,50.0,43.0,140.0,2372.09,85.0,-41.71,120.0,52.44,1.28,40.19,10074.58,49.25,61.24,70.18,57.55,41.04,140.47,1994.16,48.23,28.03,80,2000.65,0,86.01,1.33,119.91,76.71,82.8,88,-43.54,low_bad
97_2020_06_25,Yeast - FMX,25/06/2020 16:43,50.0,43.0,140.0,2239.02,85.0,-41.71,120.0,52.43,1.28,40.19,10100.52,50.73,61.24,70.18,57.55,41.04,140.12,1891.7,49.8,27.93,80,2154.34,0,86.01,1.33,119.91,76.71,82.81,88,-43.54,good
97_2020_06_25,Yeast - FMX,25/06/2020 16:43,50.0,43.0,140.0,2239.02,85.0,-41.71,120.0,52.43,1.28,40.19,10100.52,50.73,61.24,70.18,57.55,41.04,140.12,1891.7,49.8,27.93,80,2154.34,0,86.01,1.33,119.91,76.71,82.81,88,-43.54,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 16:43,50.0,43.0,145.0,2239.02,85.0,-41.71,120.0,52.66,1.28,40.19,10087.55,50.69,61.24,70.18,57.55,41.19,139.76,1622.57,49.12,27.66,80,2051.88,0,86.01,1.33,119.91,76.71,82.78,88,-44.61,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 16:46,50.0,43.0,145.0,2239.02,85.0,-49.03,120.0,52.95,1.28,40.19,10094.03,50.98,61.24,70.18,57.55,41.35,145.4,1610.25,46.69,27.53,80,2263.29,0,82.02,1.33,119.91,77.77,82.73,88,-46.0,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 16:50,50.0,43.0,145.0,2239.02,85.0,-51.88,120.0,53.7,1.28,41.66,10004.54,50.6,61.24,71.11,57.55,42.51,145.4,1571.34,46.69,28.03,80,1706.23,0,84.13,1.33,119.91,77.77,82.52,87,-49.53,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 16:52,50.0,43.0,145.0,2239.02,85.0,-50.82,120.0,53.94,1.28,41.66,9985.08,50.54,61.24,71.11,57.55,43.2,144.68,1398.18,45.7,28.53,80,1616.08,0,85.03,1.33,119.91,76.23,82.36,87,-49.53,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 16:56,50.0,43.0,145.0,2239.02,85.0,-46.11,120.0,53.76,1.28,41.66,9991.57,50.5,61.24,71.11,57.55,43.67,145.04,1911.15,47.23,28.2,80,1917.64,0,87.13,1.33,119.91,76.23,82.18,87,-47.43,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 16:57,50.0,43.0,145.0,2239.02,85.0,-46.95,120.0,54.09,1.28,41.66,10023.35,50.79,61.24,71.11,57.55,43.9,145.4,2090.14,50.69,27.56,80,1885.21,0,86.23,1.33,119.91,76.23,82.11,87,-47.43,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 17:00,50.0,43.0,145.0,2239.02,85.0,-52.12,120.0,54.47,1.28,44.21,10004.54,49.22,61.24,71.11,57.55,44.28,145.75,1744.49,46.95,28.67,80,1718.55,0,82.4,1.33,119.91,76.36,81.98,87,-50.24,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 17:03,50.0,43.0,145.0,2239.02,85.0,-52.38,120.0,54.64,1.28,44.21,9978.6,49.29,61.24,71.11,57.55,44.28,145.04,1872.24,46.47,28.77,80,1738.0,0,83.83,1.33,119.91,75.46,81.93,86,-50.92,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 17:10,50.0,43.0,145.0,2239.02,85.0,-48.21,120.0,55.86,1.28,44.21,10004.54,50.73,62.71,72.9,57.55,44.67,145.04,1327.5,43.87,29.0,80,1365.76,0,85.63,1.33,120.23,75.46,81.84,86,-49.53,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 17:12,50.0,43.0,145.0,2239.02,85.0,-44.43,120.0,56.16,1.28,44.21,9998.05,50.86,62.71,72.9,57.55,44.59,145.04,1512.97,48.16,28.3,80,2058.37,0,87.21,1.33,120.23,75.46,81.84,87,-46.71,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 17:19,50.0,43.0,150.0,2239.02,85.0,-44.43,120.0,57.54,1.28,44.21,10011.02,49.6,62.71,72.9,57.55,44.67,145.4,1423.48,45.12,28.37,80,2103.11,0,86.23,1.33,119.91,77.26,81.83,89,-41.79,low_bad
98_2020_06_25,Yeast - FMX,25/06/2020 17:20,50.0,43.0,150.0,2239.02,85.0,-37.33,120.0,57.85,1.28,44.21,10004.54,49.41,62.71,72.9,57.55,44.75,150.32,2007.13,47.49,27.86,80,1789.23,0,86.23,1.33,119.91,77.26,81.8,89,-40.72,low_bad
