VYP batch,Part,Set Time,FFTE Feed solids SP,FFTE Production solids SP,FFTE Steam pressure SP,TFE Out flow SP,TFE Production solids SP,TFE Vacuum pressure SP,TFE Steam pressure SP,Extract tank Level,FFTE Discharge density,FFTE Discharge solids,FFTE Feed flow rate PV,FFTE Feed solids PV,FFTE Heat temperature 1,FFTE Heat temperature 2,FFTE Heat temperature 3,FFTE Production solids PV,FFTE Steam pressure PV,TFE Input flow PV,TFE Level,TFE Motor current,TFE Motor speed,TFE Out flow PV,TFE Product out temperature,TFE Production solids PV,TFE Production solids density,TFE Steam pressure PV,TFE Steam temperature,TFE Tank level,TFE Temperature,TFE Vacuum pressure PV,quality_label
84_2020_03_25,Yeast - FMX,25/03/2020 3:01,50.0,43.0,70.0,2846.51,72.0,-57.77,120.0,60.15,1.31,49.62,10049.29,50.69,56.3,66.65,63.64,49.77,68.89,1603.76,45.31,30.79,80,4794.42,0,69.79,1.26,119.91,75.05,80.53,88,-55.17,high_bad
84_2020_03_25,Yeast - FMX,25/03/2020 3:09,50.0,43.0,70.0,2846.51,72.0,-52.58,120.0,56.66,1.31,49.62,10004.54,48.9,56.3,66.65,63.64,49.77,70.99,1545.4,45.86,30.86,80,1564.85,0,73.09,1.26,119.91,75.05,80.5,87,-53.42,high_bad
84_2020_03_25,Yeast - FMX,25/03/2020 3:17,50.0,43.0,70.0,2846.51,72.0,-49.0,120.0,52.88,1.31,49.62,9966.28,49.0,56.3,66.65,63.64,49.54,70.64,1538.91,44.96,29.98,80,4820.36,0,73.09,1.26,119.91,75.05,80.53,88,-50.24,high_bad
84_2020_03_25,Yeast - FMX,25/03/2020 3:24,50.0,43.0,70.0,2846.51,72.0,-50.09,120.0,49.88,1.31,49.62,10004.54,50.09,56.3,66.65,63.64,49.46,69.6,1545.4,44.96,30.22,80,4839.82,0,71.37,1.26,120.23,75.05,80.56,88,-50.24,high_bad
84_2020_03_25,Yeast - FMX,25/03/2020 3:31,50.0,43.0,70.0,2846.51,72.0,-52.39,120.0,46.44,1.31,49.62,9998.05,50.86,56.3,65.08,63.64,49.38,69.24,1525.94,44.99,30.79,80,1525.94,0,71.37,1.26,119.91,76.17,80.58,88,-51.99,high_bad
84_2020_03_25,Yeast - FMX,25/03/2020 3:54,50.0,43.0,68.0,2846.51,72.0,-52.39,120.0,51.83,1.31,49.62,9985.08,50.92,56.3,65.08,63.64,49.85,70.31,1468.22,44.9,30.05,80,4884.57,0,72.12,1.26,119.91,75.65,80.48,88,-51.28,high_bad
84_2020_03_25,Yeast - FMX,25/03/2020 3:58,50.0,43.0,68.0,2846.51,72.0,-50.87,120.0,52.63,1.31,49.62,9978.6,49.0,56.3,65.08,63.64,49.7,68.17,1474.71,44.28,30.32,80,4922.83,0,72.41,1.26,119.91,75.65,80.5,88,-51.28,high_bad
84_2020_03_25,Yeast - FMX,25/03/2020 4:07,50.0,43.0,68.0,2846.51,72.0,-46.74,120.0,54.25,1.31,49.62,9972.11,49.38,56.3,65.08,63.64,49.77,67.82,1461.74,44.28,29.88,80,1494.16,0,72.41,1.26,119.91,75.65,80.5,89,-48.46,high_bad
84_2020_03_25,Yeast - FMX,25/03/2020 4:18,50.0,43.0,68.0,2846.51,72.0,-47.49,120.0,56.51,1.31,49.62,9959.79,49.16,56.3,65.08,63.64,49.7,68.17,1455.9,44.28,29.75,80,4935.8,0,72.41,1.26,119.91,75.65,80.51,89,-47.43,high_bad
84_2020_03_25,Yeast - FMX,25/03/2020 4:38,50.0,43.0,68.0,2846.51,72.0,-47.7,120.0,60.05,1.31,49.62,9972.11,50.76,56.3,65.08,63.64,49.93,67.82,1481.19,44.28,29.44,80,1525.94,0,72.41,1.26,119.91,77.0,80.49,89,-47.78,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:11,25.0,43.0,140.8,2846.51,70.0,-45.0,85.0,22.62,1.05,-11.37,10202.98,25.03,61.85,60.11,61.85,-7.12,140.83,2154.34,51.62,24.67,80,1866.41,0,-15.82,0.78,84.99,77.09,33.98,82,-45.29,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:11,25.0,43.0,140.8,2846.51,70.0,-45.0,85.0,22.62,1.05,-11.37,10202.98,25.03,61.85,60.11,61.85,-7.12,140.83,2154.34,51.62,24.67,80,1866.41,0,-15.82,0.78,84.99,77.09,33.98,82,-45.29,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:11,25.0,43.0,140.8,2846.51,70.0,-45.0,85.0,22.62,1.05,-11.37,10202.98,25.03,61.85,60.11,61.85,-7.12,140.83,2154.34,51.62,24.67,80,1866.41,0,-15.82,0.78,84.99,77.09,33.98,82,-45.29,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:11,25.0,43.0,140.8,2846.51,70.0,-45.0,85.0,22.62,1.05,-11.37,10202.98,25.03,61.85,60.11,61.85,-7.12,140.83,2154.34,51.62,24.67,80,1866.41,0,-15.82,0.78,84.99,77.09,33.98,82,-45.29,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:11,25.0,43.0,140.8,2846.51,70.0,-45.0,85.0,22.62,1.05,-11.37,10202.98,25.03,61.85,60.11,61.85,-7.12,140.83,2154.34,51.62,24.67,80,1866.41,0,-15.82,0.78,84.99,77.09,33.98,82,-45.29,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:11,25.0,43.0,140.8,2846.51,70.0,-45.0,85.0,22.62,1.05,-11.37,10202.98,25.03,61.85,60.11,61.85,-7.12,140.83,2154.34,51.62,24.67,80,1866.41,0,-15.82,0.78,84.99,77.09,33.98,82,-45.29,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:11,25.0,43.0,140.8,2846.51,70.0,-45.0,85.0,22.62,1.05,-11.37,10202.98,25.03,61.85,60.11,61.85,-7.12,140.83,2154.34,51.62,24.67,80,1866.41,0,-15.82,0.78,84.99,77.09,33.98,82,-45.29,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:15,50.0,43.0,140.8,2846.51,70.0,-45.0,85.0,22.69,1.05,14.68,10202.98,25.19,61.85,62.68,61.85,19.86,141.51,2077.17,52.36,24.94,80,2673.8,0,-13.27,0.78,84.99,77.09,41.22,83,-45.29,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:20,50.0,43.0,140.8,2846.51,70.0,-43.06,85.0,21.75,1.05,30.6,10215.95,49.0,61.81,64.47,64.15,35.78,130.59,1750.97,49.58,24.97,80,892.35,0,-7.72,0.78,84.99,77.09,31.82,83,-45.29,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:20,50.0,43.0,140.8,2846.51,70.0,-45.0,120.0,21.75,1.05,30.6,10215.95,49.0,61.81,64.47,64.15,35.78,130.59,1750.97,49.58,24.97,80,892.35,0,-7.72,0.78,84.99,77.09,31.82,83,-45.29,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:20,50.0,43.0,140.8,2846.51,65.0,-45.0,85.0,21.75,1.05,30.6,10215.95,49.0,61.81,64.47,64.15,35.78,130.59,1750.97,49.58,24.97,80,892.35,0,-7.72,0.78,84.99,77.09,31.82,83,-45.29,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:21,50.0,43.0,140.8,2846.51,65.0,-80.0,120.0,22.17,1.05,37.02,10202.98,49.19,61.81,64.47,64.15,37.94,130.95,1789.23,49.06,24.8,80,1558.37,0,-7.72,0.78,125.68,78.51,29.9,82,-56.56,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:33,50.0,43.0,140.8,2846.51,65.0,-80.0,120.0,22.58,1.05,48.91,10177.04,49.03,64.15,69.08,64.15,51.63,130.95,1109.6,10.93,34.93,80,1250.97,0,31.59,0.78,120.23,68.96,12.72,74,-75.64,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:34,50.0,43.0,140.8,2846.51,39.0,-80.0,120.0,22.65,1.05,48.91,10190.01,48.97,64.15,69.08,64.15,52.01,130.95,1116.08,4.91,42.43,80,1244.49,0,37.3,0.78,120.56,68.96,12.56,74,-76.67,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:34,50.0,43.0,140.8,2846.51,39.0,-50.0,120.0,22.51,1.05,48.91,10209.47,48.97,64.15,69.08,64.15,52.09,130.95,1129.05,4.91,48.25,80,174.45,0,37.3,0.78,120.56,68.96,12.56,75,-76.67,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:35,50.0,43.0,140.8,2846.51,39.0,-49.36,120.0,22.59,1.05,48.91,10171.21,50.79,64.15,71.13,64.15,52.56,130.59,1218.55,8.4,30.49,80,1225.03,0,39.85,0.78,120.88,71.26,17.18,78,-63.3,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:36,50.0,43.0,120.0,2846.51,42.5,-36.4,120.0,22.63,1.05,48.91,10767.19,49.29,64.15,71.13,64.15,52.79,131.31,1154.34,24.17,26.92,80,885.86,0,59.36,0.78,120.23,75.11,16.97,79,-55.52,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:36,50.0,43.0,140.8,2846.51,42.5,-36.4,120.0,22.63,1.05,48.91,10215.95,49.29,64.15,71.13,64.15,52.79,130.59,1180.29,18.5,27.76,80,1333.98,0,59.36,0.78,120.23,73.73,16.73,79,-56.91,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:36,50.0,43.0,140.8,2846.51,42.5,-37.35,120.0,22.27,1.05,48.91,10209.47,50.86,64.15,71.13,64.15,52.71,130.24,1686.77,16.96,29.44,80,892.35,0,59.36,0.78,119.58,71.26,16.85,78,-62.58,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:36,50.0,43.0,140.8,2846.51,39.0,-37.35,120.0,22.63,1.05,48.91,10190.01,50.86,64.15,71.13,64.15,52.71,130.24,1731.52,16.96,29.44,80,1263.29,0,59.36,0.78,119.58,71.26,17.29,78,-62.58,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:36,50.0,43.0,140.8,2846.51,39.0,-39.57,120.0,22.32,1.05,48.91,10196.5,50.86,64.15,71.13,64.15,52.71,130.24,1308.04,16.96,29.07,80,904.67,0,55.39,0.78,119.58,71.26,16.78,78,-62.58,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:36,50.0,43.0,140.8,2846.51,39.0,-44.19,120.0,22.37,1.05,48.91,10196.5,50.86,64.15,71.13,64.15,52.71,130.95,1250.97,16.96,29.07,80,1256.81,0,45.4,0.78,119.58,71.26,17.01,78,-62.58,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:36,50.0,43.0,140.8,2846.51,39.0,-38.68,120.0,22.27,1.05,48.91,10209.47,50.86,64.15,71.13,64.15,52.71,130.24,1686.77,16.96,29.44,80,892.35,0,59.36,0.78,119.58,71.26,16.85,78,-62.58,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:36,50.0,43.0,140.8,2846.51,39.0,-47.65,120.0,22.03,1.05,48.91,10196.5,49.19,64.15,71.13,64.15,52.63,130.95,1244.49,14.36,28.8,80,853.44,0,42.25,0.78,119.58,71.26,17.08,78,-62.58,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:37,50.0,43.0,120.0,2846.51,42.5,-36.37,120.0,22.67,1.05,48.91,10850.19,49.29,64.15,71.13,64.15,52.86,126.03,1327.5,25.0,26.85,80,872.89,0,56.73,0.78,120.23,75.11,16.89,79,-55.17,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:37,50.0,43.0,115.0,2846.51,42.5,-36.37,120.0,22.39,1.05,52.94,10876.13,50.54,64.15,71.13,64.15,52.86,123.92,1340.47,24.77,26.58,80,872.89,0,56.73,0.78,119.91,75.11,17.15,79,-54.1,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:37,50.0,43.0,115.0,2846.51,46.0,-36.37,120.0,22.39,1.05,52.94,10894.94,50.54,64.15,71.13,64.15,52.86,119.64,1276.26,24.77,26.58,80,1416.99,0,56.73,0.78,119.91,75.11,16.64,79,-53.74,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:37,50.0,43.0,115.0,2846.51,46.0,-37.34,120.0,22.57,1.05,52.94,10876.13,50.54,64.15,71.13,64.15,52.86,121.43,1282.75,28.01,26.58,80,879.38,0,56.73,0.78,119.91,75.11,17.17,79,-53.74,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:37,50.0,43.0,115.0,2846.51,46.0,-36.37,120.0,22.57,1.05,52.94,10894.94,49.16,64.15,71.13,64.15,52.86,120.0,1256.81,28.01,26.58,80,879.38,0,56.73,0.78,119.91,75.11,17.17,79,-53.74,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:38,50.0,43.0,115.0,2846.51,46.0,-37.29,120.0,22.45,1.05,52.94,10901.43,49.0,63.67,71.13,64.15,52.94,115.76,1244.49,32.92,26.65,80,1410.51,0,57.93,0.78,120.23,75.11,16.91,81,-51.63,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:38,50.0,43.0,115.0,2846.51,46.0,-36.37,120.0,22.25,1.05,52.94,10901.43,50.15,63.67,71.13,64.15,52.94,115.76,1218.55,32.92,26.65,80,872.89,0,57.93,0.78,120.23,75.11,16.79,81,-50.92,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:39,50.0,43.0,115.0,2846.51,53.0,-36.43,120.0,22.43,1.05,52.94,10882.62,49.09,63.67,71.13,64.15,52.4,114.72,1186.77,38.1,26.95,80,879.38,0,57.93,0.78,120.23,75.11,17.14,82,-49.17,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:39,50.0,43.0,115.0,2846.51,53.0,-36.37,120.0,22.6,1.05,52.94,10882.62,49.09,63.67,71.13,64.15,52.71,115.08,1205.58,32.92,26.65,80,1571.34,0,57.93,0.78,120.23,75.11,16.59,82,-49.89,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:39,50.0,43.0,115.0,2846.51,53.0,-37.56,120.0,22.6,1.05,52.94,10907.91,49.09,63.67,71.13,64.15,52.63,115.08,1167.32,32.92,26.65,80,1571.34,0,57.93,0.78,120.23,75.11,17.16,82,-48.82,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:40,50.0,43.0,115.0,2846.51,53.0,-36.37,120.0,22.64,1.05,52.94,10889.11,49.12,63.67,71.13,64.15,52.09,114.72,1180.29,38.1,26.82,80,885.86,0,57.93,0.78,120.23,75.11,17.19,82,-47.43,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:40,50.0,43.0,115.0,2846.51,53.0,-41.67,120.0,22.64,1.05,52.94,10889.11,49.12,63.67,71.13,64.15,52.09,114.72,1180.29,38.1,26.82,80,885.86,0,57.93,0.78,120.23,75.11,17.19,82,-47.43,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:40,50.0,43.0,115.0,2846.51,65.0,-36.37,120.0,22.64,1.05,52.94,10889.11,49.12,63.67,71.13,64.15,52.09,114.72,1180.29,38.1,26.82,80,885.86,0,57.93,0.78,120.23,75.11,17.19,82,-47.43,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:42,50.0,43.0,115.0,2846.51,65.0,-54.36,120.0,22.68,1.05,51.78,10914.4,49.09,63.67,70.11,64.15,50.63,114.72,1212.06,39.96,29.21,80,885.86,0,57.33,0.78,119.91,77.71,20.1,85,-52.7,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:44,50.0,43.0,115.0,2846.51,65.0,-58.93,120.0,22.36,1.05,51.78,10824.9,50.09,63.67,70.11,64.15,48.91,115.76,1333.98,40.15,30.86,80,911.15,0,59.73,0.78,119.91,77.71,22.87,85,-55.17,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:45,50.0,43.0,115.0,2846.51,65.0,-60.81,120.0,22.6,1.05,48.37,10664.72,49.29,63.67,70.11,64.15,47.76,115.08,1429.96,42.14,31.43,80,3634.89,0,62.13,0.78,119.91,77.71,27.01,85,-56.91,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:47,50.0,43.0,115.0,2846.51,65.0,-60.24,120.0,22.58,1.05,48.37,10183.53,50.69,63.67,70.11,64.15,46.6,114.72,1750.97,44.51,30.99,80,1673.8,0,62.13,0.78,119.91,74.02,35.99,85,-57.63,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:47,50.0,43.0,118.0,2846.51,65.0,-60.24,120.0,22.46,1.05,46.44,10209.47,50.69,63.67,70.11,64.15,46.52,114.36,1782.75,44.51,31.09,80,1712.71,0,62.13,0.78,119.91,74.02,36.76,85,-57.63,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:50,50.0,43.0,118.0,2846.51,65.0,-55.17,120.0,22.9,1.05,46.44,10196.5,50.82,60.05,70.11,64.15,46.22,118.25,1731.52,46.72,30.39,80,1815.18,0,66.57,0.78,119.91,74.02,43.74,84,-56.56,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:50,50.0,43.0,118.0,2846.51,69.0,-55.17,120.0,22.9,1.05,46.44,10196.5,50.82,60.05,70.11,64.15,46.22,118.25,1738.0,46.72,30.39,80,1815.18,0,66.57,0.78,119.91,74.02,43.74,84,-56.56,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:50,50.0,43.0,118.0,2846.51,65.0,-56.9,120.0,22.9,1.05,46.44,10196.5,50.82,60.05,70.11,64.15,46.22,118.25,1738.0,46.72,30.39,80,1815.18,0,66.57,0.78,119.91,74.02,43.74,84,-56.56,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:53,50.0,43.0,118.0,2846.51,69.0,-56.1,120.0,23.08,1.05,46.44,10215.95,50.66,60.05,67.29,65.01,45.9,117.9,1661.48,44.86,30.35,80,3256.81,0,66.57,0.78,119.91,74.02,52.9,84,-56.56,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:53,50.0,43.0,118.0,2846.51,71.0,-56.1,120.0,22.64,1.05,46.44,10215.95,50.66,60.05,67.29,65.01,45.9,118.25,1693.26,46.24,30.52,80,3199.09,0,66.57,0.78,119.91,74.02,54.23,84,-56.56,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:53,50.0,43.0,118.0,2846.51,69.0,-55.67,120.0,22.64,1.05,46.44,10215.95,50.66,60.05,67.29,65.01,45.9,118.25,1693.26,46.24,30.52,80,3199.09,0,66.57,0.78,119.91,74.02,54.23,84,-56.56,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:53,50.0,43.0,118.0,2846.51,71.0,-56.52,120.0,22.64,1.05,46.44,10215.95,50.66,60.05,67.29,65.01,45.9,118.25,1686.77,46.24,30.52,80,3199.09,0,66.57,0.78,119.91,74.02,54.23,84,-56.56,high_bad
88_2020_03_25,Yeast - FMX,25/03/2020 23:56,50.0,43.0,118.0,2846.51,71.0,-57.29,120.0,22.78,1.05,46.44,10228.28,50.86,60.05,67.29,65.01,45.9,117.9,1673.8,46.24,30.02,80,1693.26,0,70.47,0.78,119.91,74.02,60.57,84,-56.91,high_bad
88_2020_03_25,Yeast - FMX,26/03/2020 0:02,50.0,43.0,118.0,2846.51,71.0,-56.27,120.0,22.8,1.05,46.44,10202.98,50.6,60.05,67.29,65.01,45.82,118.25,1622.57,45.15,30.86,80,1603.76,0,70.47,0.78,119.91,74.02,72.86,84,-56.91,high_bad
88_2020_03_25,Yeast - FMX,26/03/2020 0:10,50.0,43.0,118.0,2846.51,71.0,-53.22,120.0,22.65,1.05,45.9,10190.01,49.22,60.05,67.29,65.01,45.9,118.25,1610.25,45.57,29.95,80,2891.7,0,71.74,0.78,119.91,74.02,81.49,85,-54.45,high_bad
88_2020_03_25,Yeast - FMX,26/03/2020 0:20,50.0,43.0,118.0,2846.51,71.0,-54.5,120.0,22.3,1.05,45.9,10190.01,49.25,60.05,67.29,65.01,46.29,117.9,1610.25,45.57,29.24,80,1635.54,0,71.74,0.78,119.58,74.02,81.42,86,-54.1,high_bad
88_2020_03_25,Yeast - FMX,26/03/2020 0:25,50.0,43.0,118.0,2846.51,71.0,-55.78,120.0,22.43,1.05,46.76,10215.95,50.73,59.63,66.97,65.01,47.06,118.25,1629.05,45.89,29.58,80,1622.57,0,70.77,1.26,119.91,74.82,81.3,85,-55.17,high_bad
88_2020_03_25,Yeast - FMX,26/03/2020 0:33,50.0,43.0,118.0,2846.51,71.0,-54.77,120.0,22.49,1.05,46.76,10171.21,50.79,59.63,66.97,65.01,48.37,118.25,1622.57,45.28,30.15,80,1603.76,0,70.77,1.26,120.23,74.82,81.02,85,-55.17,high_bad
88_2020_03_25,Yeast - FMX,26/03/2020 0:43,50.0,43.0,118.0,2846.51,71.0,-49.04,120.0,22.83,1.05,46.76,10222.44,50.69,59.63,66.97,65.01,49.46,117.9,1519.46,45.02,29.88,80,1571.34,0,72.04,1.26,119.91,74.79,80.63,87,-51.28,high_bad
89_2020_03_26,Yeast - FMX,26/03/2020 1:26,50.0,43.0,109.0,2846.51,71.0,-36.37,120.0,25.05,1.05,49.93,10177.04,48.93,60.14,68.19,65.01,51.32,108.73,1449.42,45.25,28.5,80,3365.76,0,71.44,1.26,119.91,78.76,80.15,92,-37.55,high_bad
89_2020_03_26,Yeast - FMX,26/03/2020 1:26,50.0,43.0,109.0,2846.51,71.0,-36.37,120.0,25.05,1.05,49.93,10177.04,48.93,60.14,68.19,65.01,51.32,108.73,1449.42,45.25,28.5,80,3365.76,0,71.44,1.26,119.91,78.76,80.15,92,-37.55,high_bad
89_2020_03_26,Yeast - FMX,26/03/2020 1:26,50.0,43.0,109.0,2846.51,71.0,-36.37,120.0,25.05,1.05,49.93,10177.04,48.93,60.14,68.19,65.01,51.32,108.73,1449.42,45.25,28.5,80,3365.76,0,71.44,1.26,119.91,78.76,80.15,92,-37.55,high_bad
89_2020_03_26,Yeast - FMX,26/03/2020 1:26,50.0,43.0,109.0,2846.51,71.0,-36.37,120.0,25.05,1.05,49.93,10177.04,48.93,60.14,68.19,65.01,51.32,108.73,1449.42,45.25,28.5,80,3365.76,0,71.44,1.26,119.91,78.76,80.15,92,-37.55,high_bad
89_2020_03_26,Yeast - FMX,26/03/2020 1:26,50.0,43.0,109.0,2846.51,71.0,-36.37,120.0,25.05,1.05,49.93,10177.04,48.93,60.14,68.19,65.01,51.32,108.73,1449.42,45.25,28.5,80,3365.76,0,71.44,1.26,119.91,78.76,80.15,92,-37.55,high_bad
89_2020_03_26,Yeast - FMX,26/03/2020 1:26,50.0,43.0,109.0,2846.51,71.0,-36.37,120.0,25.05,1.05,49.93,10177.04,48.93,60.14,68.19,65.01,51.32,108.73,1449.42,45.25,28.5,80,3365.76,0,71.44,1.26,119.91,78.76,80.15,92,-37.55,high_bad
89_2020_03_26,Yeast - FMX,26/03/2020 1:26,50.0,43.0,109.0,2846.51,71.0,-36.37,120.0,25.05,1.05,49.93,10177.04,48.93,60.14,68.19,65.01,51.32,108.73,1449.42,45.25,28.5,80,3365.76,0,71.44,1.26,119.91,78.76,80.15,92,-37.55,high_bad
89_2020_03_26,Yeast - FMX,26/03/2020 1:59,50.0,43.0,85.0,2846.51,71.0,-36.37,120.0,27.2,1.05,54.26,10196.5,50.89,60.14,68.19,63.73,54.33,109.44,1635.54,44.09,30.28,80,3372.24,0,72.41,1.26,119.91,79.5,79.43,94,-37.55,high_bad
89_2020_03_26,Yeast - FMX,26/03/2020 2:14,50.0,43.0,85.0,2846.51,73.0,-36.37,120.0,28.51,1.05,50.01,10209.47,51.01,57.52,69.73,63.73,49.77,85.12,1468.22,47.94,29.38,80,4474.71,0,72.41,1.26,119.91,79.5,80.32,93,-37.55,high_bad
89_2020_03_26,Yeast - FMX,26/03/2020 2:15,50.0,43.0,85.0,2846.51,73.0,-37.47,120.0,28.46,1.05,50.01,10177.04,49.19,57.52,69.73,63.73,49.54,84.76,1487.68,45.76,29.88,80,1610.25,0,72.41,1.26,119.91,79.5,80.41,93,-37.19,high_bad
89_2020_03_26,Yeast - FMX,26/03/2020 2:20,50.0,43.0,85.0,2846.51,73.0,-36.98,120.0,28.86,1.05,50.01,10196.5,49.73,57.52,66.14,63.73,48.45,84.76,1500.65,45.76,28.37,80,4474.71,0,72.41,1.26,119.91,79.5,80.72,93,-37.19,high_bad
89_2020_03_26,Yeast - FMX,26/03/2020 2:24,50.0,43.0,85.0,2846.51,73.0,-36.71,120.0,29.6,1.05,48.37,10171.21,49.73,57.52,66.14,63.73,48.15,84.44,1551.88,45.76,28.16,80,4391.05,0,73.39,1.26,119.91,79.5,80.84,93,-37.55,high_bad
90_2020_03_26,Yeast - FMX,26/03/2020 2:26,50.0,43.0,85.0,2846.51,73.0,-36.71,120.0,29.54,1.05,48.37,10222.44,49.77,57.52,66.14,63.73,48.15,85.47,1577.82,45.76,29.11,80,1731.52,0,73.39,1.26,119.91,79.5,80.88,93,-37.19,high_bad
90_2020_03_26,Yeast - FMX,26/03/2020 2:26,50.0,43.0,85.0,2846.51,73.0,-36.71,120.0,29.54,1.05,48.37,10222.44,49.77,57.52,66.14,63.73,48.15,85.47,1577.82,45.76,29.11,80,1731.52,0,73.39,1.26,119.91,79.5,80.88,93,-37.19,high_bad
90_2020_03_26,Yeast - FMX,26/03/2020 2:26,50.0,43.0,85.0,2846.51,73.0,-36.71,120.0,29.54,1.05,48.37,10222.44,49.77,57.52,66.14,63.73,48.15,85.47,1577.82,45.76,29.11,80,1731.52,0,73.39,1.26,119.91,79.5,80.88,93,-37.19,high_bad
90_2020_03_26,Yeast - FMX,26/03/2020 2:26,50.0,43.0,85.0,2846.51,73.0,-36.71,120.0,29.54,1.05,48.37,10222.44,49.77,57.52,66.14,63.73,48.15,85.47,1577.82,45.76,29.11,80,1731.52,0,73.39,1.26,119.91,79.5,80.88,93,-37.19,high_bad
90_2020_03_26,Yeast - FMX,26/03/2020 2:26,50.0,43.0,85.0,2846.51,73.0,-36.71,120.0,29.54,1.05,48.37,10222.44,49.77,57.52,66.14,63.73,48.15,85.47,1577.82,45.76,29.11,80,1731.52,0,73.39,1.26,119.91,79.5,80.88,93,-37.19,high_bad
90_2020_03_26,Yeast - FMX,26/03/2020 2:26,50.0,43.0,85.0,2846.51,73.0,-36.71,120.0,29.54,1.05,48.37,10222.44,49.77,57.52,66.14,63.73,48.15,85.47,1577.82,45.76,29.11,80,1731.52,0,73.39,1.26,119.91,79.5,80.88,93,-37.19,high_bad
90_2020_03_26,Yeast - FMX,26/03/2020 2:26,50.0,43.0,85.0,2846.51,73.0,-36.71,120.0,29.54,1.05,48.37,10222.44,49.77,57.52,66.14,63.73,48.15,85.47,1577.82,45.76,29.11,80,1731.52,0,73.39,1.26,119.91,79.5,80.88,93,-37.19,high_bad
89_2020_03_26,Yeast - FMX,26/03/2020 2:28,50.0,43.0,85.0,2846.51,73.0,-40.33,120.0,30.1,1.05,48.37,10183.53,50.86,57.52,66.14,63.73,48.23,85.83,1603.76,45.76,29.04,80,1744.49,0,73.39,1.26,119.91,79.5,80.89,92,-37.55,high_bad
89_2020_03_26,Yeast - FMX,26/03/2020 2:35,50.0,43.0,85.0,2846.51,73.0,-54.34,120.0,30.78,1.05,48.37,10183.53,50.95,57.52,66.14,63.73,48.61,85.12,1564.85,45.92,29.31,80,4256.81,0,70.02,1.26,119.91,79.18,80.84,91,-43.89,high_bad
89_2020_03_26,Yeast - FMX,26/03/2020 2:38,50.0,43.0,85.0,2846.51,73.0,-55.9,120.0,31.46,1.05,48.37,10196.5,51.05,57.52,66.14,63.73,48.61,85.83,1577.82,45.92,29.44,80,4288.59,0,71.74,1.26,119.91,79.18,80.82,90,-47.78,high_bad
